ticket_number,booking_id,itinerary_id,passenger_id,leg_sequence,total_legs,trip_id,route_id,origin_terminal_id,destination_terminal_id,base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed,promotion_code
TICK-006621,BKG-003322,ITI-003322,P00472,2,2,TRIP-000262,RTE-12,TRM-12,TRM-13,106000,0,12000,118000,12,0,
TICK-006622,BKG-003323,ITI-003323,P01235,1,2,TRIP-000280,RTE-02,TRM-02,TRM-03,59000,3000,6000,62000,6,0,PEAK5
TICK-006623,BKG-003323,ITI-003323,P01235,2,2,TRIP-000281,RTE-03,TRM-03,TRM-04,70000,4000,7000,73000,7,0,PEAK5
TICK-006624,BKG-003324,ITI-003324,P01635,1,2,TRIP-000167,RTE-23,TRM-23,TRM-24,178000,0,20000,198000,20,0,
TICK-006625,BKG-003324,ITI-003324,P01635,2,2,TRIP-000697,RTE-24,TRM-24,TRM-25,470000,0,52000,522000,52,0,
TICK-006626,BKG-003325,ITI-003325,P03096,1,1,TRIP-000314,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,0,
TICK-006627,BKG-003326,ITI-003326,P02208,1,1,TRIP-001577,RTE-20,TRM-20,TRM-21,186000,0,20000,206000,21,0,
TICK-006628,BKG-003327,ITI-003327,P03922,1,2,TRIP-000888,RTE-22,TRM-22,TRM-23,178000,9000,19000,188000,19,0,APP5
TICK-006629,BKG-003327,ITI-003327,P03922,2,2,TRIP-000889,RTE-23,TRM-23,TRM-24,223000,11000,23000,235000,24,0,APP5
TICK-006630,BKG-003328,ITI-003328,P02250,1,2,TRIP-000509,RTE-16,TRM-16,TRM-17,208000,0,23000,231000,23,0,
TICK-006631,BKG-003328,ITI-003328,P02250,2,2,TRIP-000510,RTE-17,TRM-17,TRM-18,82000,0,9000,91000,9,0,
TICK-006632,BKG-003329,ITI-003329,P00284,1,3,TRIP-001799,RTE-20,TRM-20,TRM-21,223000,0,25000,248000,25,0,
TICK-006633,BKG-003329,ITI-003329,P00284,2,3,TRIP-002064,RTE-21,TRM-21,TRM-22,316000,0,35000,351000,35,0,
TICK-006634,BKG-003329,ITI-003329,P00284,3,3,TRIP-002105,RTE-22,TRM-22,TRM-23,300000,0,33000,333000,33,0,
TICK-006635,BKG-003330,ITI-003330,P01981,1,3,TRIP-001072,RTE-27,TRM-05,TRM-10,232000,0,26000,258000,26,10,
TICK-006636,BKG-003330,ITI-003330,P01981,2,3,TRIP-001982,RTE-10,TRM-10,TRM-11,185000,0,20000,205000,20,0,
TICK-006637,BKG-003330,ITI-003330,P01981,3,3,TRIP-001983,RTE-11,TRM-11,TRM-12,174000,0,19000,193000,19,0,
TICK-006638,BKG-003331,ITI-003331,P03264,1,3,TRIP-001817,RTE-24,TRM-24,TRM-25,470000,24000,49000,495000,50,0,PEAK5
TICK-006639,BKG-003331,ITI-003331,P03264,2,3,TRIP-001818,RTE-25,TRM-25,TRM-01,257000,13000,27000,271000,27,0,PEAK5
TICK-006640,BKG-003331,ITI-003331,P03264,3,3,TRIP-002781,RTE-01,TRM-01,TRM-02,198000,10000,21000,209000,21,0,PEAK5
TICK-006641,BKG-003332,ITI-003332,P02286,1,2,TRIP-002646,RTE-17,TRM-17,TRM-18,82000,0,9000,91000,9,0,
TICK-006642,BKG-003332,ITI-003332,P02286,2,2,TRIP-000191,RTE-18,TRM-18,TRM-19,294000,0,32000,326000,33,0,
TICK-006643,BKG-003333,ITI-003333,P00766,1,2,TRIP-002782,RTE-13,TRM-13,TRM-14,168000,8000,18000,178000,18,0,APP5
TICK-006644,BKG-003333,ITI-003333,P00766,2,2,TRIP-000424,RTE-14,TRM-14,TRM-15,229000,11000,24000,242000,24,0,APP5
TICK-006645,BKG-003334,ITI-003334,P01321,1,2,TRIP-000962,RTE-18,TRM-18,TRM-19,245000,0,27000,272000,27,0,
TICK-006646,BKG-003334,ITI-003334,P01321,2,2,TRIP-002783,RTE-19,TRM-19,TRM-20,94000,0,10000,104000,10,0,
TICK-006647,BKG-003335,ITI-003335,P02397,1,1,TRIP-001538,RTE-30,TRM-20,TRM-25,422000,42000,42000,422000,42,0,EARLY10
TICK-006648,BKG-003336,ITI-003336,P00953,1,2,TRIP-002202,RTE-25,TRM-25,TRM-01,267000,0,29000,296000,30,0,
TICK-006649,BKG-003336,ITI-003336,P00953,2,2,TRIP-002784,RTE-01,TRM-01,TRM-02,278000,0,31000,309000,31,0,
TICK-006650,BKG-003337,ITI-003337,P03542,1,2,TRIP-000225,RTE-03,TRM-03,TRM-04,83000,4000,9000,88000,9,0,APP5
TICK-006651,BKG-003337,ITI-003337,P03542,2,2,TRIP-001397,RTE-04,TRM-04,TRM-05,157000,8000,16000,165000,16,0,APP5
TICK-006652,BKG-003338,ITI-003338,P02254,1,2,TRIP-000354,RTE-07,TRM-07,TRM-08,196000,0,22000,218000,22,0,
TICK-006653,BKG-003338,ITI-003338,P02254,2,2,TRIP-002785,RTE-08,TRM-08,TRM-09,218000,0,24000,242000,24,0,
TICK-006654,BKG-003339,ITI-003339,P03418,1,2,TRIP-000983,RTE-13,TRM-13,TRM-14,202000,0,22000,224000,22,0,
TICK-006655,BKG-003339,ITI-003339,P03418,2,2,TRIP-000984,RTE-14,TRM-14,TRM-15,463000,0,51000,514000,51,0,
TICK-006656,BKG-003340,ITI-003340,P01006,1,2,TRIP-000518,RTE-23,TRM-23,TRM-24,178000,0,20000,198000,20,10,
TICK-006657,BKG-003340,ITI-003340,P01006,2,2,TRIP-001729,RTE-24,TRM-24,TRM-25,279000,0,31000,310000,31,0,
TICK-006658,BKG-003341,ITI-003341,P00862,1,2,TRIP-001549,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,0,
TICK-006659,BKG-003341,ITI-003341,P00862,2,2,TRIP-000676,RTE-23,TRM-23,TRM-24,149000,0,16000,165000,16,0,
TICK-006660,BKG-003342,ITI-003342,P03162,1,1,TRIP-001815,RTE-10,TRM-10,TRM-11,222000,0,24000,246000,25,0,
TICK-006661,BKG-003343,ITI-003343,P01268,1,1,TRIP-002786,RTE-22,TRM-22,TRM-23,185000,0,20000,205000,20,0,
TICK-006662,BKG-003344,ITI-003344,P00204,1,3,TRIP-002787,RTE-13,TRM-13,TRM-14,168000,17000,17000,168000,17,10,EARLY10
TICK-006663,BKG-003344,ITI-003344,P00204,2,3,TRIP-002788,RTE-14,TRM-14,TRM-15,286000,29000,28000,285000,28,0,EARLY10
TICK-006664,BKG-003344,ITI-003344,P00204,3,3,TRIP-002789,RTE-29,TRM-15,TRM-20,223000,22000,22000,223000,22,0,EARLY10
TICK-006665,BKG-003345,ITI-003345,P02113,1,1,TRIP-001027,RTE-03,TRM-03,TRM-04,83000,0,9000,92000,9,0,
TICK-006666,BKG-003346,ITI-003346,P02006,1,3,TRIP-000975,RTE-13,TRM-13,TRM-14,135000,0,15000,150000,15,0,
TICK-006667,BKG-003346,ITI-003346,P02006,2,3,TRIP-000793,RTE-14,TRM-14,TRM-15,229000,0,25000,254000,25,0,
TICK-006668,BKG-003346,ITI-003346,P02006,3,3,TRIP-002790,RTE-15,TRM-15,TRM-16,112000,0,12000,124000,12,0,
TICK-006669,BKG-003347,ITI-003347,P02494,1,1,TRIP-002791,RTE-01,TRM-01,TRM-02,198000,0,22000,220000,22,0,
TICK-006670,BKG-003348,ITI-003348,P03302,1,1,TRIP-002442,RTE-04,TRM-04,TRM-05,131000,13000,13000,131000,13,20,EARLY10
TICK-006671,BKG-003349,ITI-003349,P02342,1,3,TRIP-001605,RTE-19,TRM-19,TRM-20,151000,15000,15000,151000,15,0,EARLY10
TICK-006672,BKG-003349,ITI-003349,P02342,2,3,TRIP-001606,RTE-20,TRM-20,TRM-21,178000,18000,18000,178000,18,0,EARLY10
TICK-006673,BKG-003349,ITI-003349,P02342,3,3,TRIP-001301,RTE-21,TRM-21,TRM-22,234000,23000,23000,234000,23,0,EARLY10
TICK-006674,BKG-003350,ITI-003350,P00009,1,1,TRIP-001666,RTE-16,TRM-16,TRM-17,173000,0,19000,192000,19,0,
TICK-006675,BKG-003351,ITI-003351,P03306,1,3,TRIP-000604,RTE-08,TRM-08,TRM-09,162000,0,18000,180000,18,0,
TICK-006676,BKG-003351,ITI-003351,P03306,2,3,TRIP-000605,RTE-09,TRM-09,TRM-10,165000,0,18000,183000,18,0,
TICK-006677,BKG-003351,ITI-003351,P03306,3,3,TRIP-001382,RTE-28,TRM-10,TRM-15,190000,0,21000,211000,21,0,
TICK-006678,BKG-003352,ITI-003352,P01762,1,2,TRIP-000466,RTE-05,TRM-05,TRM-06,407000,41000,40000,406000,41,0,EARLY10
TICK-006679,BKG-003352,ITI-003352,P01762,2,2,TRIP-000865,RTE-06,TRM-06,TRM-07,122000,12000,12000,122000,12,0,EARLY10
TICK-006680,BKG-003353,ITI-003353,P03439,1,2,TRIP-000852,RTE-06,TRM-06,TRM-07,81000,4000,8000,85000,8,0,PEAK5
TICK-006681,BKG-003353,ITI-003353,P03439,2,2,TRIP-000853,RTE-07,TRM-07,TRM-08,196000,10000,20000,206000,21,0,PEAK5
TICK-006682,BKG-003354,ITI-003354,P03227,1,1,TRIP-001971,RTE-22,TRM-22,TRM-23,148000,7000,16000,157000,16,10,APP5
TICK-006683,BKG-003355,ITI-003355,P02443,1,1,TRIP-002274,RTE-25,TRM-25,TRM-01,361000,0,40000,401000,40,0,
TICK-006684,BKG-003356,ITI-003356,P03994,1,2,TRIP-001154,RTE-13,TRM-13,TRM-14,227000,0,25000,252000,25,0,
TICK-006685,BKG-003356,ITI-003356,P03994,2,2,TRIP-001155,RTE-14,TRM-14,TRM-15,229000,0,25000,254000,25,0,
TICK-006686,BKG-003357,ITI-003357,P02271,1,1,TRIP-000449,RTE-12,TRM-12,TRM-13,132000,0,15000,147000,15,0,
TICK-006687,BKG-003358,ITI-003358,P03388,1,3,TRIP-001705,RTE-21,TRM-21,TRM-22,156000,0,17000,173000,17,0,
TICK-006688,BKG-003358,ITI-003358,P03388,2,3,TRIP-000579,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,0,
TICK-006689,BKG-003358,ITI-003358,P03388,3,3,TRIP-000580,RTE-23,TRM-23,TRM-24,251000,0,28000,279000,28,0,
TICK-006690,BKG-003359,ITI-003359,P01685,1,2,TRIP-000800,RTE-25,TRM-25,TRM-01,321000,16000,34000,339000,34,0,APP5
TICK-006691,BKG-003359,ITI-003359,P01685,2,2,TRIP-000801,RTE-01,TRM-01,TRM-02,198000,10000,21000,209000,21,0,APP5
TICK-006692,BKG-003360,ITI-003360,P03751,1,3,TRIP-000799,RTE-02,TRM-02,TRM-03,89000,0,10000,99000,10,0,
TICK-006693,BKG-003360,ITI-003360,P03751,2,3,TRIP-000032,RTE-03,TRM-03,TRM-04,104000,0,11000,115000,12,0,
TICK-006694,BKG-003360,ITI-003360,P03751,3,3,TRIP-001169,RTE-04,TRM-04,TRM-05,197000,0,22000,219000,22,0,
TICK-006695,BKG-003361,ITI-003361,P00192,1,2,TRIP-000042,RTE-06,TRM-06,TRM-07,122000,12000,12000,122000,12,0,EARLY10
TICK-006696,BKG-003361,ITI-003361,P00192,2,2,TRIP-000043,RTE-07,TRM-07,TRM-08,294000,29000,29000,294000,29,0,EARLY10
TICK-006697,BKG-003362,ITI-003362,P00339,1,2,TRIP-002792,RTE-14,TRM-14,TRM-15,275000,28000,27000,274000,27,0,EARLY10
TICK-006698,BKG-003362,ITI-003362,P00339,2,2,TRIP-002793,RTE-15,TRM-15,TRM-16,134000,13000,13000,134000,13,0,EARLY10
TICK-006699,BKG-003363,ITI-003363,P03421,1,2,TRIP-002695,RTE-24,TRM-24,TRM-25,232000,12000,24000,244000,24,0,PEAK5
TICK-006700,BKG-003363,ITI-003363,P03421,2,2,TRIP-002794,RTE-25,TRM-25,TRM-01,267000,13000,28000,282000,28,0,PEAK5
TICK-006701,BKG-003364,ITI-003364,P03436,1,2,TRIP-000954,RTE-24,TRM-24,TRM-25,232000,0,26000,258000,26,0,
TICK-006702,BKG-003364,ITI-003364,P03436,2,2,TRIP-000879,RTE-25,TRM-25,TRM-01,267000,0,29000,296000,30,0,
TICK-006703,BKG-003365,ITI-003365,P00281,1,3,TRIP-002107,RTE-10,TRM-10,TRM-11,222000,11000,23000,234000,23,0,APP5
TICK-006704,BKG-003365,ITI-003365,P00281,2,3,TRIP-001032,RTE-11,TRM-11,TRM-12,209000,10000,22000,221000,22,0,APP5
TICK-006705,BKG-003365,ITI-003365,P00281,3,3,TRIP-002217,RTE-12,TRM-12,TRM-13,132000,7000,14000,139000,14,0,APP5
TICK-006706,BKG-003366,ITI-003366,P02110,1,1,TRIP-001233,RTE-03,TRM-03,TRM-04,87000,0,10000,97000,10,20,
TICK-006707,BKG-003367,ITI-003367,P02666,1,2,TRIP-000891,RTE-01,TRM-01,TRM-02,206000,10000,22000,218000,22,0,APP5
TICK-006708,BKG-003367,ITI-003367,P02666,2,2,TRIP-001654,RTE-02,TRM-02,TRM-03,59000,3000,6000,62000,6,0,APP5
TICK-006709,BKG-003368,ITI-003368,P01662,1,2,TRIP-001871,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,30,
TICK-006710,BKG-003368,ITI-003368,P01662,2,2,TRIP-000808,RTE-09,TRM-09,TRM-10,199000,0,22000,221000,22,0,
TICK-006711,BKG-003369,ITI-003369,P01632,1,2,TRIP-000898,RTE-09,TRM-09,TRM-10,165000,8000,17000,174000,17,0,PEAK5
TICK-006712,BKG-003369,ITI-003369,P01632,2,2,TRIP-002795,RTE-10,TRM-10,TRM-11,231000,12000,24000,243000,24,0,PEAK5
TICK-006713,BKG-003370,ITI-003370,P01694,1,2,TRIP-002195,RTE-10,TRM-10,TRM-11,222000,0,24000,246000,25,0,
TICK-006714,BKG-003370,ITI-003370,P01694,2,2,TRIP-002196,RTE-11,TRM-11,TRM-12,209000,0,23000,232000,23,0,
TICK-006715,BKG-003371,ITI-003371,P03836,1,1,TRIP-001689,RTE-24,TRM-24,TRM-25,232000,0,26000,258000,26,0,
TICK-006716,BKG-003372,ITI-003372,P00386,1,3,TRIP-000185,RTE-27,TRM-05,TRM-10,470000,24000,49000,495000,50,0,APP5
TICK-006717,BKG-003372,ITI-003372,P00386,2,3,TRIP-001570,RTE-10,TRM-10,TRM-11,277000,14000,29000,292000,29,0,APP5
TICK-006718,BKG-003372,ITI-003372,P00386,3,3,TRIP-002199,RTE-11,TRM-11,TRM-12,353000,18000,37000,372000,37,0,APP5
TICK-006719,BKG-003373,ITI-003373,P00155,1,1,TRIP-002226,RTE-04,TRM-04,TRM-05,131000,0,14000,145000,14,0,
TICK-006720,BKG-003374,ITI-003374,P00953,1,1,TRIP-000645,RTE-13,TRM-13,TRM-14,162000,0,18000,180000,18,0,
TICK-006721,BKG-003375,ITI-003375,P00208,1,3,TRIP-002796,RTE-01,TRM-01,TRM-02,206000,10000,22000,218000,22,0,APP5
TICK-006722,BKG-003375,ITI-003375,P00208,2,3,TRIP-002797,RTE-02,TRM-02,TRM-03,74000,4000,8000,78000,8,0,APP5
TICK-006723,BKG-003375,ITI-003375,P00208,3,3,TRIP-002798,RTE-03,TRM-03,TRM-04,87000,4000,9000,92000,9,0,APP5
TICK-006724,BKG-003376,ITI-003376,P02803,1,2,TRIP-002799,RTE-16,TRM-16,TRM-17,208000,21000,21000,208000,21,0,EARLY10
TICK-006725,BKG-003376,ITI-003376,P02803,2,2,TRIP-001895,RTE-17,TRM-17,TRM-18,110000,11000,11000,110000,11,0,EARLY10
TICK-006726,BKG-003377,ITI-003377,P03858,1,1,TRIP-001011,RTE-12,TRM-12,TRM-13,106000,0,12000,118000,12,0,
TICK-006727,BKG-003378,ITI-003378,P03273,1,2,TRIP-001184,RTE-04,TRM-04,TRM-05,164000,8000,17000,173000,17,20,PEAK5
TICK-006728,BKG-003378,ITI-003378,P03273,2,2,TRIP-000798,RTE-27,TRM-05,TRM-10,232000,12000,24000,244000,24,0,PEAK5
TICK-006729,BKG-003379,ITI-003379,P00017,1,3,TRIP-002800,RTE-21,TRM-21,TRM-22,195000,0,21000,216000,22,0,
TICK-006730,BKG-003379,ITI-003379,P00017,2,3,TRIP-002801,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,0,
TICK-006731,BKG-003379,ITI-003379,P00017,3,3,TRIP-002802,RTE-23,TRM-23,TRM-24,149000,0,16000,165000,16,0,
TICK-006732,BKG-003380,ITI-003380,P02825,1,3,TRIP-000314,RTE-08,TRM-08,TRM-09,155000,16000,15000,154000,15,0,EARLY10
TICK-006733,BKG-003380,ITI-003380,P02825,2,3,TRIP-000315,RTE-09,TRM-09,TRM-10,335000,34000,33000,334000,33,0,EARLY10
TICK-006734,BKG-003380,ITI-003380,P02825,3,3,TRIP-001634,RTE-28,TRM-10,TRM-15,228000,23000,23000,228000,23,0,EARLY10
TICK-006735,BKG-003381,ITI-003381,P01848,1,2,TRIP-000995,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,0,
TICK-006736,BKG-003381,ITI-003381,P01848,2,2,TRIP-000996,RTE-09,TRM-09,TRM-10,199000,0,22000,221000,22,0,
TICK-006737,BKG-003382,ITI-003382,P00305,1,3,TRIP-001510,RTE-08,TRM-08,TRM-09,194000,10000,20000,204000,20,0,APP5
TICK-006738,BKG-003382,ITI-003382,P00305,2,3,TRIP-002090,RTE-09,TRM-09,TRM-10,199000,10000,21000,210000,21,0,APP5
TICK-006739,BKG-003382,ITI-003382,P00305,3,3,TRIP-002803,RTE-28,TRM-10,TRM-15,284000,14000,30000,300000,30,0,APP5
TICK-006740,BKG-003383,ITI-003383,P02146,1,2,TRIP-000014,RTE-16,TRM-16,TRM-17,173000,0,19000,192000,19,0,
TICK-006741,BKG-003383,ITI-003383,P02146,2,2,TRIP-000015,RTE-17,TRM-17,TRM-18,68000,0,7000,75000,8,0,
TICK-006742,BKG-003384,ITI-003384,P01705,1,3,TRIP-002340,RTE-25,TRM-25,TRM-01,267000,0,29000,296000,30,0,
TICK-006743,BKG-003384,ITI-003384,P01705,2,3,TRIP-002804,RTE-26,TRM-01,TRM-05,93000,0,10000,103000,10,0,
TICK-006744,BKG-003384,ITI-003384,P01705,3,3,TRIP-001191,RTE-27,TRM-05,TRM-10,392000,0,43000,435000,44,0,
TICK-006745,BKG-003385,ITI-003385,P01108,1,3,TRIP-002323,RTE-15,TRM-15,TRM-16,112000,0,12000,124000,12,0,
TICK-006746,BKG-003385,ITI-003385,P01108,2,3,TRIP-001556,RTE-16,TRM-16,TRM-17,173000,0,19000,192000,19,0,
TICK-006747,BKG-003385,ITI-003385,P01108,3,3,TRIP-001557,RTE-17,TRM-17,TRM-18,55000,0,6000,61000,6,0,
TICK-006748,BKG-003386,ITI-003386,P02097,1,3,TRIP-000100,RTE-22,TRM-22,TRM-23,185000,0,20000,205000,20,0,
TICK-006749,BKG-003386,ITI-003386,P02097,2,3,TRIP-000078,RTE-23,TRM-23,TRM-24,149000,0,16000,165000,16,0,
TICK-006750,BKG-003386,ITI-003386,P02097,3,3,TRIP-000079,RTE-24,TRM-24,TRM-25,392000,0,43000,435000,44,0,
TICK-006751,BKG-003387,ITI-003387,P03326,1,2,TRIP-002805,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,0,
TICK-006752,BKG-003387,ITI-003387,P03326,2,2,TRIP-001554,RTE-23,TRM-23,TRM-24,149000,0,16000,165000,16,0,
TICK-006753,BKG-003388,ITI-003388,P02719,1,3,TRIP-000890,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-006754,BKG-003388,ITI-003388,P02719,2,3,TRIP-002806,RTE-26,TRM-01,TRM-05,93000,0,10000,103000,10,0,
TICK-006755,BKG-003388,ITI-003388,P02719,3,3,TRIP-002221,RTE-27,TRM-05,TRM-10,232000,0,26000,258000,26,0,
TICK-006756,BKG-003389,ITI-003389,P03830,1,2,TRIP-000964,RTE-24,TRM-24,TRM-25,232000,0,26000,258000,26,30,
TICK-006757,BKG-003389,ITI-003389,P03830,2,2,TRIP-002239,RTE-25,TRM-25,TRM-01,361000,0,40000,401000,40,0,
TICK-006758,BKG-003390,ITI-003390,P01637,1,1,TRIP-000610,RTE-19,TRM-19,TRM-20,90000,0,10000,100000,10,0,
TICK-006759,BKG-003391,ITI-003391,P02700,1,1,TRIP-000351,RTE-02,TRM-02,TRM-03,59000,6000,6000,59000,6,0,EARLY10
TICK-006760,BKG-003392,ITI-003392,P02959,1,2,TRIP-002807,RTE-08,TRM-08,TRM-09,129000,0,14000,143000,14,0,
TICK-006761,BKG-003392,ITI-003392,P02959,2,2,TRIP-001935,RTE-09,TRM-09,TRM-10,279000,0,31000,310000,31,0,
TICK-006762,BKG-003393,ITI-003393,P02429,1,2,TRIP-002808,RTE-22,TRM-22,TRM-23,250000,0,28000,278000,28,0,
TICK-006763,BKG-003393,ITI-003393,P02429,2,2,TRIP-000665,RTE-23,TRM-23,TRM-24,251000,0,28000,279000,28,0,
TICK-006764,BKG-003394,ITI-003394,P00168,1,3,TRIP-002064,RTE-21,TRM-21,TRM-22,316000,0,35000,351000,35,20,
TICK-006765,BKG-003394,ITI-003394,P00168,2,3,TRIP-002105,RTE-22,TRM-22,TRM-23,300000,0,33000,333000,33,0,
TICK-006766,BKG-003394,ITI-003394,P00168,3,3,TRIP-002133,RTE-23,TRM-23,TRM-24,301000,0,33000,334000,33,0,
TICK-006767,BKG-003395,ITI-003395,P03270,1,2,TRIP-001038,RTE-18,TRM-18,TRM-19,196000,10000,20000,206000,21,20,APP5
TICK-006768,BKG-003395,ITI-003395,P03270,2,2,TRIP-001039,RTE-19,TRM-19,TRM-20,94000,5000,10000,99000,10,0,APP5
TICK-006769,BKG-003396,ITI-003396,P01316,1,2,TRIP-001223,RTE-29,TRM-15,TRM-20,278000,0,31000,309000,31,0,
TICK-006770,BKG-003396,ITI-003396,P01316,2,2,TRIP-002809,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,0,
TICK-006771,BKG-003397,ITI-003397,P01127,1,2,TRIP-000599,RTE-18,TRM-18,TRM-19,294000,0,32000,326000,33,0,
TICK-006772,BKG-003397,ITI-003397,P01127,2,2,TRIP-000600,RTE-19,TRM-19,TRM-20,90000,0,10000,100000,10,0,
TICK-006773,BKG-003398,ITI-003398,P01898,1,1,TRIP-001698,RTE-14,TRM-14,TRM-15,386000,0,42000,428000,43,0,
TICK-006774,BKG-003399,ITI-003399,P03169,1,2,TRIP-002810,RTE-27,TRM-05,TRM-10,232000,12000,24000,244000,24,0,APP5
TICK-006775,BKG-003399,ITI-003399,P03169,2,2,TRIP-001769,RTE-28,TRM-10,TRM-15,190000,10000,20000,200000,20,0,APP5
TICK-006776,BKG-003400,ITI-003400,P02025,1,1,TRIP-000695,RTE-14,TRM-14,TRM-15,463000,0,51000,514000,51,0,
TICK-006777,BKG-003401,ITI-003401,P02732,1,2,TRIP-001528,RTE-06,TRM-06,TRM-07,81000,4000,8000,85000,8,0,APP5
TICK-006778,BKG-003401,ITI-003401,P02732,2,2,TRIP-001529,RTE-07,TRM-07,TRM-08,245000,12000,26000,259000,26,0,APP5
TICK-006779,BKG-003402,ITI-003402,P02674,1,2,TRIP-001106,RTE-23,TRM-23,TRM-24,223000,0,25000,248000,25,20,
TICK-006780,BKG-003402,ITI-003402,P02674,2,2,TRIP-001880,RTE-24,TRM-24,TRM-25,279000,0,31000,310000,31,0,
TICK-006781,BKG-003403,ITI-003403,P00940,1,2,TRIP-000047,RTE-16,TRM-16,TRM-17,208000,0,23000,231000,23,0,
TICK-006782,BKG-003403,ITI-003403,P00940,2,2,TRIP-000048,RTE-17,TRM-17,TRM-18,82000,0,9000,91000,9,0,
TICK-006783,BKG-003404,ITI-003404,P03013,1,3,TRIP-002811,RTE-25,TRM-25,TRM-01,267000,0,29000,296000,30,0,
TICK-006784,BKG-003404,ITI-003404,P03013,2,3,TRIP-002812,RTE-01,TRM-01,TRM-02,165000,0,18000,183000,18,0,
TICK-006785,BKG-003404,ITI-003404,P03013,3,3,TRIP-002813,RTE-02,TRM-02,TRM-03,100000,0,11000,111000,11,0,
TICK-006786,BKG-003405,ITI-003405,P02788,1,1,TRIP-002814,RTE-17,TRM-17,TRM-18,92000,0,10000,102000,10,0,
TICK-006787,BKG-003406,ITI-003406,P00453,1,1,TRIP-002815,RTE-15,TRM-15,TRM-16,134000,0,15000,149000,15,10,
TICK-006788,BKG-003407,ITI-003407,P02410,1,2,TRIP-002816,RTE-10,TRM-10,TRM-11,277000,14000,29000,292000,29,0,APP5
TICK-006789,BKG-003407,ITI-003407,P02410,2,2,TRIP-002817,RTE-11,TRM-11,TRM-12,353000,18000,37000,372000,37,0,APP5
TICK-006790,BKG-003408,ITI-003408,P03793,1,2,TRIP-002818,RTE-04,TRM-04,TRM-05,164000,16000,16000,164000,16,0,EARLY10
TICK-006791,BKG-003408,ITI-003408,P03793,2,2,TRIP-001256,RTE-05,TRM-05,TRM-06,271000,27000,27000,271000,27,0,EARLY10
TICK-006792,BKG-003409,ITI-003409,P03757,1,1,TRIP-000161,RTE-02,TRM-02,TRM-03,120000,0,13000,133000,13,0,
TICK-006793,BKG-003410,ITI-003410,P03862,1,2,TRIP-000948,RTE-24,TRM-24,TRM-25,290000,0,32000,322000,32,0,
TICK-006794,BKG-003410,ITI-003410,P03862,2,2,TRIP-000949,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-006795,BKG-003411,ITI-003411,P00075,1,1,TRIP-001218,RTE-03,TRM-03,TRM-04,87000,0,10000,97000,10,0,
TICK-006796,BKG-003412,ITI-003412,P01158,1,2,TRIP-000932,RTE-19,TRM-19,TRM-20,75000,0,8000,83000,8,0,
TICK-006797,BKG-003412,ITI-003412,P01158,2,2,TRIP-001740,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,0,
TICK-006798,BKG-003413,ITI-003413,P03092,1,2,TRIP-000164,RTE-23,TRM-23,TRM-24,149000,0,16000,165000,16,0,
TICK-006799,BKG-003413,ITI-003413,P03092,2,2,TRIP-000165,RTE-24,TRM-24,TRM-25,232000,0,26000,258000,26,0,
TICK-006800,BKG-003414,ITI-003414,P02071,1,2,TRIP-000399,RTE-16,TRM-16,TRM-17,173000,9000,18000,182000,18,10,PEAK5
TICK-006801,BKG-003414,ITI-003414,P02071,2,2,TRIP-000400,RTE-17,TRM-17,TRM-18,55000,3000,6000,58000,6,0,PEAK5
TICK-006802,BKG-003415,ITI-003415,P03749,1,2,TRIP-000279,RTE-09,TRM-09,TRM-10,199000,0,22000,221000,22,0,
TICK-006803,BKG-003415,ITI-003415,P03749,2,2,TRIP-000977,RTE-28,TRM-10,TRM-15,228000,0,25000,253000,25,0,
TICK-006804,BKG-003416,ITI-003416,P01337,1,1,TRIP-000062,RTE-21,TRM-21,TRM-22,195000,20000,19000,194000,19,0,EARLY10
TICK-006805,BKG-003417,ITI-003417,P02765,1,1,TRIP-000330,RTE-10,TRM-10,TRM-11,277000,0,30000,307000,31,0,
TICK-006806,BKG-003418,ITI-003418,P03796,1,2,TRIP-001898,RTE-07,TRM-07,TRM-08,196000,0,22000,218000,22,0,
TICK-006807,BKG-003418,ITI-003418,P03796,2,2,TRIP-001899,RTE-08,TRM-08,TRM-09,129000,0,14000,143000,14,0,
TICK-006808,BKG-003419,ITI-003419,P00822,1,3,TRIP-002819,RTE-02,TRM-02,TRM-03,59000,0,6000,65000,6,0,
TICK-006809,BKG-003419,ITI-003419,P00822,2,3,TRIP-002820,RTE-03,TRM-03,TRM-04,70000,0,8000,78000,8,0,
TICK-006810,BKG-003419,ITI-003419,P00822,3,3,TRIP-002821,RTE-04,TRM-04,TRM-05,131000,0,14000,145000,14,0,
