ticket_number,passenger_id,trip_id,travel_status,check_in_ts,boarding_ts,scheduled_connection_minutes,actual_connection_minutes,missed_connection_count
TICK-004970,P01511,TRIP-002456,COMPLETED,2025-08-09 10:46:00,2025-08-09 11:48:00,201,189,0
TICK-004971,P02230,TRIP-001768,COMPLETED,2025-02-22 17:07:00,2025-02-22 17:31:00,,,0
TICK-004972,P02230,TRIP-001966,COMPLETED,2025-02-23 05:17:00,2025-02-23 05:43:00,21,47,0
TICK-004973,P01172,TRIP-002269,COMPLETED,2025-01-22 04:45:00,2025-01-22 05:47:00,,,0
TICK-004974,P01172,TRIP-002457,COMPLETED,2025-01-22 10:49:00,2025-01-22 11:44:00,194,27,0
TICK-004975,P01172,TRIP-002458,COMPLETED,2025-01-22 16:56:00,2025-01-22 17:31:00,178,176,0
TICK-004976,P00590,TRIP-002366,COMPLETED,2025-09-22 11:11:00,2025-09-22 11:36:00,,,0
TICK-004977,P03717,TRIP-001029,COMPLETED,2025-08-22 16:48:00,2025-08-22 17:40:00,,,0
TICK-004978,P03717,TRIP-001030,COMPLETED,2025-08-23 05:00:00,2025-08-23 05:35:00,229,245,0
TICK-004979,P01775,TRIP-002052,COMPLETED,2025-08-22 04:50:00,2025-08-22 05:34:00,,,0
TICK-004980,P01775,TRIP-002099,COMPLETED,2025-08-22 11:23:00,2025-08-22 11:42:00,144,144,0
TICK-004981,P00323,TRIP-002338,COMPLETED,2025-07-08 10:45:00,2025-07-08 11:40:00,,,0
TICK-004982,P00323,TRIP-000102,COMPLETED,2025-07-08 16:48:00,2025-07-08 17:36:00,120,106,0
TICK-004983,P02407,TRIP-000484,COMPLETED,2025-12-08 05:03:00,2025-12-08 05:44:00,,,0
TICK-004984,P02407,TRIP-000485,COMPLETED,2025-12-08 17:12:00,2025-12-08 17:44:00,-2,23,0
TICK-004985,P03501,TRIP-002459,COMPLETED,2025-07-22 05:09:00,2025-07-22 05:44:00,,,0
TICK-004986,P00989,TRIP-000566,COMPLETED,2025-07-08 04:33:00,2025-07-08 05:47:00,,,0
TICK-004987,P02638,TRIP-000484,COMPLETED,2025-12-08 04:50:00,2025-12-08 05:42:00,,,0
TICK-004988,P02638,TRIP-000557,MISSED_CONNECTION,,,-2,13,1
TICK-004989,P02638,TRIP-002460,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-004990,P01979,TRIP-001317,COMPLETED,2025-01-22 04:54:00,2025-01-22 05:42:00,,,0
TICK-004991,P01979,TRIP-002461,COMPLETED,2025-01-22 16:34:00,2025-01-22 17:36:00,226,175,0
TICK-004992,P01979,TRIP-002462,COMPLETED,2025-01-22 23:02:00,2025-01-22 23:36:00,93,129,0
TICK-004993,P03007,TRIP-002463,COMPLETED,2025-01-08 05:18:00,2025-01-08 05:49:00,,,0
TICK-004994,P03007,TRIP-000786,MISSED_CONNECTION,,,-25,-25,1
TICK-004995,P00101,TRIP-002017,COMPLETED,2025-06-08 10:55:00,2025-06-08 11:39:00,,,0
TICK-004996,P00101,TRIP-002464,COMPLETED,2025-06-08 22:57:00,2025-06-08 23:33:00,256,184,0
TICK-004997,P02726,TRIP-001554,COMPLETED,2025-02-08 10:58:00,2025-02-08 11:41:00,,,0
TICK-004998,P02726,TRIP-001555,COMPLETED,2025-02-08 22:59:00,2025-02-08 23:46:00,268,272,0
TICK-004999,P02726,TRIP-002465,COMPLETED,2025-02-09 10:35:00,2025-02-09 11:35:00,46,46,0
TICK-005000,P02802,TRIP-001534,COMPLETED,2025-12-08 16:44:00,2025-12-08 17:37:00,,,0
TICK-005001,P02802,TRIP-001649,MISSED_CONNECTION,,,-23,-48,1
TICK-005002,P02802,TRIP-002466,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-005003,P00248,TRIP-000224,COMPLETED,2025-06-08 04:37:00,2025-06-08 05:37:00,,,0
TICK-005004,P00248,TRIP-000225,COMPLETED,2025-06-08 10:32:00,2025-06-08 11:39:00,194,199,0
TICK-005005,P02653,TRIP-001960,COMPLETED,2025-08-08 10:48:00,2025-08-08 11:44:00,,,0
TICK-005006,P02653,TRIP-002467,COMPLETED,2025-08-08 23:00:00,2025-08-08 23:39:00,77,77,0
TICK-005007,P02720,TRIP-000550,COMPLETED,2025-12-08 16:51:00,2025-12-08 17:33:00,,,0
TICK-005008,P02720,TRIP-002468,MISSED_CONNECTION,,,21,-7,1
TICK-005009,P00853,TRIP-000409,COMPLETED,2025-06-08 04:43:00,2025-06-08 05:50:00,,,0
TICK-005010,P00853,TRIP-000410,MISSED_CONNECTION,,,-25,-8,1
TICK-005011,P03843,TRIP-001180,COMPLETED,2025-05-08 11:10:00,2025-05-08 11:31:00,,,0
TICK-005012,P03843,TRIP-001181,MISSED_CONNECTION,,,-5,-5,1
TICK-005013,P00041,TRIP-000588,COMPLETED,2025-05-22 05:23:00,2025-05-22 05:49:00,,,0
TICK-005014,P00041,TRIP-000589,COMPLETED,2025-05-22 16:32:00,2025-05-22 17:46:00,229,245,0
TICK-005015,P00016,TRIP-000271,COMPLETED,2025-06-22 10:35:00,2025-06-22 11:39:00,,,0
TICK-005016,P00016,TRIP-000272,COMPLETED,2025-06-22 22:50:00,2025-06-22 23:33:00,226,208,0
TICK-005017,P01945,TRIP-002469,COMPLETED,2025-09-08 04:46:00,2025-09-08 05:33:00,,,0
TICK-005018,P01945,TRIP-002470,COMPLETED,2025-09-08 11:10:00,2025-09-08 11:47:00,178,141,0
TICK-005019,P03810,TRIP-001004,COMPLETED,2025-03-22 10:45:00,2025-03-22 11:30:00,,,0
TICK-005020,P03810,TRIP-001005,COMPLETED,2025-03-22 22:46:00,2025-03-22 23:47:00,266,262,0
TICK-005021,P03810,TRIP-002322,COMPLETED,2025-03-23 05:17:00,2025-03-23 05:44:00,201,209,0
TICK-005022,P03626,TRIP-001432,COMPLETED,2025-07-22 11:21:00,2025-07-22 11:42:00,,,0
TICK-005023,P03626,TRIP-002127,COMPLETED,2025-07-22 17:13:00,2025-07-22 17:44:00,144,137,0
TICK-005024,P03626,TRIP-002128,COMPLETED,2025-07-23 05:04:00,2025-07-23 05:36:00,138,110,0
TICK-005025,P00558,TRIP-002065,COMPLETED,2025-05-08 05:07:00,2025-05-08 05:36:00,,,0
TICK-005026,P00558,TRIP-000724,COMPLETED,2025-05-08 10:51:00,2025-05-08 11:33:00,178,138,0
TICK-005027,P00558,TRIP-000877,MISSED_CONNECTION,,,-3,-3,1
TICK-005028,P03122,TRIP-002013,COMPLETED,2025-03-22 04:36:00,2025-03-22 05:30:00,,,0
TICK-005029,P03122,TRIP-002471,COMPLETED,2025-03-22 11:01:00,2025-03-22 11:31:00,120,87,0
TICK-005030,P01248,TRIP-000635,COMPLETED,2025-07-22 11:01:00,2025-07-22 11:34:00,,,0
TICK-005031,P01807,TRIP-001139,COMPLETED,2025-01-08 05:04:00,2025-01-08 05:46:00,,,0
TICK-005032,P01731,TRIP-001183,COMPLETED,2025-07-22 05:22:00,2025-07-22 05:41:00,,,0
TICK-005033,P00641,TRIP-000239,COMPLETED,2025-07-08 11:15:00,2025-07-08 11:31:00,,,0
TICK-005034,P03159,TRIP-001470,COMPLETED,2025-03-08 11:18:00,2025-03-08 11:44:00,,,0
TICK-005035,P03159,TRIP-001471,COMPLETED,2025-03-08 22:58:00,2025-03-08 23:49:00,180,131,0
TICK-005036,P03431,TRIP-001817,COMPLETED,2025-06-22 16:36:00,2025-06-22 17:45:00,,,0
TICK-005037,P03431,TRIP-001818,COMPLETED,2025-06-23 05:12:00,2025-06-23 05:37:00,46,46,0
TICK-005038,P00049,TRIP-001742,COMPLETED,2025-08-22 04:42:00,2025-08-22 05:50:00,,,0
TICK-005039,P00049,TRIP-001782,COMPLETED,2025-08-22 10:52:00,2025-08-22 11:42:00,49,25,0
TICK-005040,P02954,TRIP-000101,COMPLETED,2025-07-08 10:32:00,2025-07-08 11:38:00,,,0
TICK-005041,P03681,TRIP-002472,COMPLETED,2025-04-08 04:34:00,2025-04-08 05:41:00,,,0
TICK-005042,P02058,TRIP-000110,COMPLETED,2025-03-08 10:36:00,2025-03-08 11:41:00,,,0
TICK-005043,P02058,TRIP-000294,COMPLETED,2025-03-08 22:56:00,2025-03-08 23:41:00,268,240,0
TICK-005044,P03991,TRIP-000205,COMPLETED,2025-07-08 10:46:00,2025-07-08 11:42:00,,,0
TICK-005045,P03991,TRIP-000206,COMPLETED,2025-07-08 23:18:00,2025-07-08 23:42:00,46,66,0
TICK-005046,P03991,TRIP-002473,COMPLETED,2025-07-09 11:09:00,2025-07-09 11:30:00,142,142,0
TICK-005047,P01362,TRIP-001670,COMPLETED,2025-10-22 16:38:00,2025-10-22 17:30:00,,,0
TICK-005048,P01362,TRIP-002474,COMPLETED,2025-10-23 04:56:00,2025-10-23 05:36:00,256,233,0
TICK-005049,P03268,TRIP-000908,COMPLETED,2025-07-08 04:49:00,2025-07-08 05:42:00,,,0
TICK-005050,P02872,TRIP-000456,COMPLETED,2025-06-08 11:03:00,2025-06-08 11:48:00,,,0
TICK-005051,P00902,TRIP-001033,COMPLETED,2025-08-08 10:37:00,2025-08-08 11:30:00,,,0
TICK-005052,P02075,TRIP-002218,COMPLETED,2025-12-08 04:54:00,2025-12-08 05:35:00,,,0
TICK-005053,P02075,TRIP-001533,COMPLETED,2025-12-08 16:45:00,2025-12-08 17:50:00,251,305,0
TICK-005054,P01301,TRIP-001287,COMPLETED,2025-12-08 04:33:00,2025-12-08 05:33:00,,,0
TICK-005055,P01301,TRIP-001288,COMPLETED,2025-12-08 17:16:00,2025-12-08 17:43:00,323,293,0
TICK-005056,P03508,TRIP-000139,COMPLETED,2025-12-22 17:00:00,2025-12-22 17:49:00,,,0
TICK-005057,P03508,TRIP-000310,MISSED_CONNECTION,,,-23,8,1
TICK-005058,P01402,TRIP-002475,COMPLETED,2025-03-22 04:32:00,2025-03-22 05:43:00,,,0
TICK-005059,P01402,TRIP-002476,COMPLETED,2025-03-22 10:58:00,2025-03-22 11:42:00,169,169,0
TICK-005060,P03937,TRIP-002241,COMPLETED,2025-03-22 05:10:00,2025-03-22 05:46:00,,,0
TICK-005061,P03937,TRIP-002242,COMPLETED,2025-03-22 16:30:00,2025-03-22 17:45:00,226,226,0
TICK-005062,P01022,TRIP-001203,COMPLETED,2025-12-08 11:11:00,2025-12-08 11:47:00,,,0
TICK-005063,P01022,TRIP-000669,COMPLETED,2025-12-08 16:40:00,2025-12-08 17:48:00,194,216,0
TICK-005064,P01827,TRIP-000211,COMPLETED,2025-12-22 16:49:00,2025-12-22 17:37:00,,,0
TICK-005065,P01827,TRIP-000212,COMPLETED,2025-12-22 23:09:00,2025-12-22 23:39:00,144,108,0
TICK-005066,P01563,TRIP-002477,COMPLETED,2025-02-22 04:50:00,2025-02-22 05:49:00,,,0
TICK-005067,P00491,TRIP-000572,COMPLETED,2025-06-22 04:52:00,2025-06-22 05:31:00,,,0
TICK-005068,P00411,TRIP-001441,COMPLETED,2025-07-22 05:13:00,2025-07-22 05:35:00,,,0
TICK-005069,P00411,TRIP-001442,COMPLETED,2025-07-22 16:52:00,2025-07-22 17:46:00,251,212,0
TICK-005070,P00411,TRIP-001443,COMPLETED,2025-07-23 04:42:00,2025-07-23 05:36:00,199,222,0
TICK-005071,P02480,TRIP-000163,COMPLETED,2025-06-22 10:31:00,2025-06-22 11:35:00,,,0
TICK-005072,P02480,TRIP-001096,COMPLETED,2025-06-22 23:02:00,2025-06-22 23:47:00,251,239,0
TICK-005073,P02480,TRIP-001636,COMPLETED,2025-06-23 11:01:00,2025-06-23 11:39:00,181,188,0
TICK-005074,P00509,TRIP-000166,COMPLETED,2025-06-22 10:45:00,2025-06-22 11:47:00,,,0
TICK-005075,P00509,TRIP-000167,MISSED_CONNECTION,,,-10,-39,1
TICK-005076,P02168,TRIP-002064,COMPLETED,2025-06-22 10:49:00,2025-06-22 11:47:00,,,0
TICK-005077,P02168,TRIP-002105,COMPLETED,2025-06-22 22:47:00,2025-06-22 23:36:00,229,244,0
TICK-005078,P03044,TRIP-002478,COMPLETED,2025-10-22 10:40:00,2025-10-22 11:46:00,,,0
TICK-005079,P02716,TRIP-000961,COMPLETED,2025-11-22 05:10:00,2025-11-22 05:46:00,,,0
TICK-005080,P02716,TRIP-002479,COMPLETED,2025-11-22 16:32:00,2025-11-22 17:45:00,-2,16,0
TICK-005081,P02494,TRIP-001035,COMPLETED,2025-07-08 04:32:00,2025-07-08 05:33:00,,,0
TICK-005082,P02494,TRIP-002087,COMPLETED,2025-07-08 16:51:00,2025-07-08 17:32:00,268,267,0
TICK-005083,P03996,TRIP-000854,COMPLETED,2025-08-08 16:32:00,2025-08-08 17:31:00,,,0
TICK-005084,P03996,TRIP-000855,COMPLETED,2025-08-08 22:45:00,2025-08-08 23:34:00,194,184,0
TICK-005085,P01031,TRIP-002480,COMPLETED,2025-09-22 05:04:00,2025-09-22 05:48:00,,,0
TICK-005086,P01031,TRIP-002481,COMPLETED,2025-09-22 17:23:00,2025-09-22 17:31:00,256,247,0
TICK-005087,P00959,TRIP-002299,COMPLETED,2025-12-22 04:32:00,2025-12-22 05:50:00,,,0
TICK-005088,P03944,TRIP-002482,COMPLETED,2025-02-22 16:49:00,2025-02-22 17:37:00,,,0
TICK-005089,P03944,TRIP-002483,COMPLETED,2025-02-23 04:46:00,2025-02-23 05:33:00,181,180,0
TICK-005090,P03944,TRIP-002484,MISSED_CONNECTION,,,49,-9,1
TICK-005091,P00500,TRIP-000047,COMPLETED,2025-07-08 11:07:00,2025-07-08 11:41:00,,,0
TICK-005092,P01752,TRIP-002025,COMPLETED,2025-04-22 10:54:00,2025-04-22 11:30:00,,,0
TICK-005093,P01752,TRIP-002026,COMPLETED,2025-04-22 17:03:00,2025-04-22 17:43:00,194,230,0
TICK-005094,P01752,TRIP-002027,COMPLETED,2025-04-22 22:56:00,2025-04-22 23:39:00,178,158,0
TICK-005095,P02375,TRIP-000679,COMPLETED,2025-08-08 16:45:00,2025-08-08 17:43:00,,,0
TICK-005096,P03791,TRIP-002041,COMPLETED,2025-07-08 17:01:00,2025-07-08 17:36:00,,,0
TICK-005097,P03791,TRIP-002485,COMPLETED,2025-07-08 23:05:00,2025-07-08 23:34:00,144,140,0
TICK-005098,P01435,TRIP-002486,COMPLETED,2025-09-08 05:07:00,2025-09-08 05:32:00,,,0
TICK-005099,P01435,TRIP-000431,COMPLETED,2025-09-08 17:18:00,2025-09-08 17:44:00,138,130,0
TICK-005100,P02554,TRIP-000486,COMPLETED,2025-11-22 04:43:00,2025-11-22 05:49:00,,,0
TICK-005101,P02554,TRIP-000487,MISSED_CONNECTION,,,-10,-18,1
TICK-005102,P03921,TRIP-000713,COMPLETED,2025-06-08 10:33:00,2025-06-08 11:33:00,,,0
TICK-005103,P03921,TRIP-000345,COMPLETED,2025-06-08 17:04:00,2025-06-08 17:41:00,169,123,0
TICK-005104,P02709,TRIP-001384,COMPLETED,2025-04-08 11:22:00,2025-04-08 11:47:00,,,0
TICK-005105,P02709,TRIP-002487,MISSED_CONNECTION,,,-23,-29,1
TICK-005106,P01512,TRIP-000600,COMPLETED,2025-06-22 16:41:00,2025-06-22 17:38:00,,,0
TICK-005107,P01512,TRIP-002488,COMPLETED,2025-06-22 23:04:00,2025-06-22 23:50:00,169,135,0
TICK-005108,P03242,TRIP-002489,COMPLETED,2025-10-08 04:44:00,2025-10-08 05:48:00,,,0
TICK-005109,P03242,TRIP-000815,MISSED_CONNECTION,,,-25,-53,1
TICK-005110,P03937,TRIP-001935,COMPLETED,2025-10-08 10:49:00,2025-10-08 11:38:00,,,0
TICK-005111,P03937,TRIP-002048,COMPLETED,2025-10-08 22:46:00,2025-10-08 23:44:00,251,259,0
TICK-005112,P01971,TRIP-000557,COMPLETED,2025-12-08 17:17:00,2025-12-08 17:37:00,,,0
TICK-005113,P00629,TRIP-001288,COMPLETED,2025-12-08 17:15:00,2025-12-08 17:36:00,,,0
TICK-005114,P00629,TRIP-001878,MISSED_CONNECTION,,,-2,-1,1
TICK-005115,P00629,TRIP-002490,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-005116,P01907,TRIP-002491,COMPLETED,2025-08-22 04:50:00,2025-08-22 05:31:00,,,0
TICK-005117,P01907,TRIP-000180,COMPLETED,2025-08-22 16:57:00,2025-08-22 17:47:00,266,268,0
TICK-005118,P01805,TRIP-002492,COMPLETED,2025-02-22 10:48:00,2025-02-22 11:34:00,,,0
TICK-005119,P01805,TRIP-002493,COMPLETED,2025-02-22 17:00:00,2025-02-22 17:35:00,169,176,0
TICK-005120,P00898,TRIP-002494,COMPLETED,2025-10-08 11:20:00,2025-10-08 11:47:00,,,0
TICK-005121,P03356,TRIP-000330,COMPLETED,2025-12-22 10:53:00,2025-12-22 11:30:00,,,0
TICK-005122,P03356,TRIP-000331,COMPLETED,2025-12-22 22:43:00,2025-12-22 23:33:00,199,220,0
TICK-005123,P00558,TRIP-000082,COMPLETED,2025-11-22 17:05:00,2025-11-22 17:49:00,,,0
TICK-005124,P00558,TRIP-002495,COMPLETED,2025-11-23 05:07:00,2025-11-23 05:36:00,229,200,0
TICK-005125,P00558,TRIP-002496,MISSED_CONNECTION,,,-10,-13,1
TICK-005126,P01236,TRIP-000248,COMPLETED,2025-01-22 10:35:00,2025-01-22 11:45:00,,,0
TICK-005127,P01236,TRIP-000249,COMPLETED,2025-01-22 22:33:00,2025-01-22 23:30:00,-2,15,0
TICK-005128,P03023,TRIP-000521,COMPLETED,2025-04-08 16:50:00,2025-04-08 17:38:00,,,0
TICK-005129,P00411,TRIP-000210,COMPLETED,2025-07-22 16:51:00,2025-07-22 17:31:00,,,0
TICK-005130,P03361,TRIP-000805,COMPLETED,2025-07-22 11:07:00,2025-07-22 11:46:00,,,0
TICK-005131,P03361,TRIP-000806,COMPLETED,2025-07-22 22:32:00,2025-07-22 23:30:00,138,110,0
TICK-005132,P03630,TRIP-000814,COMPLETED,2025-10-08 04:32:00,2025-10-08 05:36:00,,,0
TICK-005133,P03630,TRIP-000815,COMPLETED,2025-10-08 16:51:00,2025-10-08 17:49:00,46,46,0
TICK-005134,P00522,TRIP-001273,COMPLETED,2025-12-22 05:14:00,2025-12-22 05:38:00,,,0
TICK-005135,P03985,TRIP-000358,COMPLETED,2025-09-22 11:08:00,2025-09-22 11:36:00,,,0
TICK-005136,P01815,TRIP-002497,COMPLETED,2025-04-22 16:50:00,2025-04-22 17:47:00,,,0
TICK-005137,P02696,TRIP-000436,COMPLETED,2025-03-08 05:15:00,2025-03-08 05:38:00,,,0
TICK-005138,P02037,TRIP-001847,COMPLETED,2025-10-22 05:23:00,2025-10-22 05:48:00,,,0
TICK-005139,P02193,TRIP-002399,COMPLETED,2025-09-22 04:53:00,2025-09-22 05:36:00,,,0
TICK-005140,P02193,TRIP-002400,MISSED_CONNECTION,,,-23,-16,1
TICK-005141,P02193,TRIP-002401,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-005142,P01922,TRIP-000151,COMPLETED,2025-07-08 16:52:00,2025-07-08 17:35:00,,,0
TICK-005143,P02040,TRIP-000416,COMPLETED,2025-07-22 17:06:00,2025-07-22 17:47:00,,,0
TICK-005144,P02040,TRIP-000417,COMPLETED,2025-07-22 22:33:00,2025-07-22 23:39:00,201,197,0
TICK-005145,P02958,TRIP-000929,COMPLETED,2025-03-08 05:03:00,2025-03-08 05:32:00,,,0
TICK-005146,P02958,TRIP-000930,COMPLETED,2025-03-08 16:45:00,2025-03-08 17:39:00,251,250,0
TICK-005147,P01774,TRIP-001166,COMPLETED,2025-04-22 11:02:00,2025-04-22 11:48:00,,,0
TICK-005148,P01774,TRIP-001167,COMPLETED,2025-04-22 22:33:00,2025-04-22 23:47:00,226,257,0
TICK-005149,P00235,TRIP-001773,COMPLETED,2025-11-08 11:17:00,2025-11-08 11:30:00,,,0
TICK-005150,P00235,TRIP-001774,COMPLETED,2025-11-08 22:48:00,2025-11-08 23:40:00,180,196,0
TICK-005151,P00235,TRIP-002498,COMPLETED,2025-11-09 05:19:00,2025-11-09 05:36:00,169,155,0
TICK-005152,P01960,TRIP-001810,COMPLETED,2025-06-08 17:21:00,2025-06-08 17:44:00,,,0
TICK-005153,P01960,TRIP-002499,COMPLETED,2025-06-09 05:14:00,2025-06-09 05:42:00,229,229,0
TICK-005154,P00806,TRIP-002500,COMPLETED,2025-08-22 11:13:00,2025-08-22 11:47:00,,,0
TICK-005155,P00806,TRIP-002501,MISSED_CONNECTION,,,-10,-46,1
TICK-005156,P00806,TRIP-002502,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-005157,P02235,TRIP-001938,COMPLETED,2025-10-22 04:45:00,2025-10-22 05:41:00,,,0
TICK-005158,P02235,TRIP-001939,COMPLETED,2025-10-22 10:52:00,2025-10-22 11:46:00,178,139,0
TICK-005159,P01232,TRIP-001145,COMPLETED,2025-07-22 11:18:00,2025-07-22 11:50:00,,,0
TICK-005160,P01232,TRIP-001498,COMPLETED,2025-07-22 17:02:00,2025-07-22 17:30:00,178,194,0
TICK-005161,P02597,TRIP-000167,COMPLETED,2025-06-22 16:32:00,2025-06-22 17:50:00,,,0
TICK-005162,P02597,TRIP-000697,COMPLETED,2025-06-23 04:35:00,2025-06-23 05:30:00,268,283,0
TICK-005163,P02597,TRIP-002094,COMPLETED,2025-06-23 17:08:00,2025-06-23 17:47:00,46,15,0
TICK-005164,P02194,TRIP-002275,COMPLETED,2025-06-22 11:23:00,2025-06-22 11:45:00,,,0
TICK-005165,P02194,TRIP-001678,MISSED_CONNECTION,,,-2,3,1
TICK-005166,P01754,TRIP-002503,COMPLETED,2025-02-08 04:47:00,2025-02-08 05:43:00,,,0
TICK-005167,P01754,TRIP-002504,COMPLETED,2025-02-08 17:20:00,2025-02-08 17:50:00,268,259,0
TICK-005168,P01222,TRIP-001752,COMPLETED,2025-09-22 04:38:00,2025-09-22 05:38:00,,,0
TICK-005169,P01222,TRIP-000716,COMPLETED,2025-09-22 16:44:00,2025-09-22 17:47:00,226,252,0
TICK-005170,P01787,TRIP-001381,COMPLETED,2025-12-22 11:12:00,2025-12-22 11:40:00,,,0
TICK-005171,P01787,TRIP-002095,COMPLETED,2025-12-22 17:12:00,2025-12-22 17:42:00,178,138,0
TICK-005172,P01787,TRIP-002505,MISSED_CONNECTION,,,-3,-9,1
TICK-005173,P00806,TRIP-000066,COMPLETED,2025-06-08 05:10:00,2025-06-08 05:46:00,,,0
TICK-005174,P00806,TRIP-000067,COMPLETED,2025-06-08 17:20:00,2025-06-08 17:48:00,229,237,0
TICK-005175,P00250,TRIP-002506,COMPLETED,2025-04-22 04:46:00,2025-04-22 05:35:00,,,0
TICK-005176,P00250,TRIP-001622,COMPLETED,2025-04-22 16:59:00,2025-04-22 17:35:00,323,325,0
TICK-005177,P03054,TRIP-002507,COMPLETED,2025-06-08 05:13:00,2025-06-08 05:40:00,,,0
TICK-005178,P03054,TRIP-000022,COMPLETED,2025-06-08 17:04:00,2025-06-08 17:46:00,-23,23,0
TICK-005179,P00240,TRIP-001506,COMPLETED,2025-12-08 16:34:00,2025-12-08 17:31:00,,,0
TICK-005180,P00240,TRIP-001811,COMPLETED,2025-12-08 23:05:00,2025-12-08 23:35:00,169,155,0
TICK-005181,P00240,TRIP-002159,MISSED_CONNECTION,,,-25,-39,1
TICK-005182,P01382,TRIP-001506,COMPLETED,2025-12-08 16:41:00,2025-12-08 17:44:00,,,0
TICK-005183,P01382,TRIP-000502,COMPLETED,2025-12-08 22:51:00,2025-12-08 23:42:00,169,148,0
TICK-005184,P01382,TRIP-000503,MISSED_CONNECTION,,,-10,-15,1
TICK-005185,P02565,TRIP-002508,COMPLETED,2025-10-08 05:22:00,2025-10-08 05:34:00,,,0
TICK-005186,P02565,TRIP-000075,COMPLETED,2025-10-08 16:56:00,2025-10-08 17:41:00,199,201,0
TICK-005187,P02565,TRIP-000076,COMPLETED,2025-10-09 04:51:00,2025-10-09 05:44:00,226,203,0
TICK-005188,P01787,TRIP-002509,COMPLETED,2025-12-08 04:30:00,2025-12-08 05:40:00,,,0
TICK-005189,P01787,TRIP-002510,COMPLETED,2025-12-08 17:06:00,2025-12-08 17:30:00,77,119,0
TICK-005190,P01021,TRIP-000057,COMPLETED,2025-07-08 10:49:00,2025-07-08 11:47:00,,,0
TICK-005191,P01021,TRIP-001607,MISSED_CONNECTION,,,-2,-85,1
TICK-005192,P01021,TRIP-001608,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-005193,P01783,TRIP-000920,COMPLETED,2025-11-08 17:10:00,2025-11-08 17:40:00,,,0
TICK-005194,P03843,TRIP-000981,COMPLETED,2025-03-08 11:20:00,2025-03-08 11:36:00,,,0
TICK-005195,P03843,TRIP-002118,COMPLETED,2025-03-08 22:54:00,2025-03-08 23:37:00,266,267,0
TICK-005196,P03323,TRIP-000600,COMPLETED,2025-06-22 16:34:00,2025-06-22 17:43:00,,,0
TICK-005197,P03323,TRIP-000851,COMPLETED,2025-06-22 22:40:00,2025-06-22 23:37:00,169,150,0
TICK-005198,P02731,TRIP-000111,COMPLETED,2025-11-08 04:36:00,2025-11-08 05:41:00,,,0
TICK-005199,P02731,TRIP-000112,COMPLETED,2025-11-08 10:49:00,2025-11-08 11:41:00,49,50,0
TICK-005200,P02731,TRIP-002222,COMPLETED,2025-11-08 23:00:00,2025-11-08 23:32:00,266,259,0
TICK-005201,P00772,TRIP-000583,COMPLETED,2025-11-22 17:13:00,2025-11-22 17:41:00,,,0
TICK-005202,P02318,TRIP-000954,COMPLETED,2025-05-22 10:44:00,2025-05-22 11:39:00,,,0
TICK-005203,P02318,TRIP-000879,COMPLETED,2025-05-22 23:18:00,2025-05-22 23:41:00,46,19,0
TICK-005204,P02318,TRIP-002511,COMPLETED,2025-05-23 11:06:00,2025-05-23 11:35:00,142,149,0
TICK-005205,P02045,TRIP-000956,COMPLETED,2025-02-22 10:57:00,2025-02-22 11:44:00,,,0
TICK-005206,P02045,TRIP-002512,MISSED_CONNECTION,,,142,-7,1
TICK-005207,P03592,TRIP-002513,COMPLETED,2025-01-22 04:59:00,2025-01-22 05:37:00,,,0
TICK-005208,P03592,TRIP-002514,MISSED_CONNECTION,,,-25,-44,1
TICK-005209,P03592,TRIP-002515,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-005210,P01823,TRIP-002082,COMPLETED,2025-06-22 04:50:00,2025-06-22 05:38:00,,,0
TICK-005211,P00677,TRIP-000153,COMPLETED,2025-06-08 04:50:00,2025-06-08 05:32:00,,,0
TICK-005212,P00677,TRIP-000735,COMPLETED,2025-06-08 16:49:00,2025-06-08 17:40:00,251,232,0
TICK-005213,P01135,TRIP-002516,COMPLETED,2025-09-08 05:14:00,2025-09-08 05:41:00,,,0
TICK-005214,P01135,TRIP-002517,COMPLETED,2025-09-08 11:22:00,2025-09-08 11:48:00,93,93,0
TICK-005215,P02003,TRIP-001705,COMPLETED,2025-04-22 05:23:00,2025-04-22 05:42:00,,,0
TICK-005216,P03282,TRIP-001559,COMPLETED,2025-04-08 11:19:00,2025-04-08 11:30:00,,,0
TICK-005217,P03282,TRIP-001560,COMPLETED,2025-04-08 22:55:00,2025-04-08 23:36:00,46,20,0
TICK-005218,P02602,TRIP-000181,COMPLETED,2025-06-22 16:58:00,2025-06-22 17:40:00,,,0
TICK-005219,P02602,TRIP-000935,COMPLETED,2025-06-22 22:48:00,2025-06-22 23:30:00,120,144,0
TICK-005220,P00415,TRIP-000758,COMPLETED,2025-12-22 10:38:00,2025-12-22 11:32:00,,,0
TICK-005221,P00415,TRIP-000759,MISSED_CONNECTION,,,-25,-25,1
TICK-005222,P03998,TRIP-000922,COMPLETED,2025-12-08 10:33:00,2025-12-08 11:38:00,,,0
