claim_id,ticket_number,claim_type,refund_amount,compensation_amount,rebooking_cost,rebooking_ts,claim_submitted_ts,claim_resolution_ts,claim_status
CLM-000864,TICK-007802,Missed Connection,103000,75000,72000,2025-10-23 20:43:00,2025-10-23 12:43:00,2025-10-26 12:43:00,Approved
CLM-000865,TICK-007804,Missed Connection,89000,50000,62000,2025-12-09 04:17:00,2025-12-09 00:17:00,2025-12-14 00:17:00,Approved
CLM-000866,TICK-007821,Missed Connection,78000,100000,49000,2025-02-08 23:22:00,2025-02-08 20:22:00,2025-02-10 20:22:00,Approved
CLM-000867,TICK-007827,Missed Connection,97000,50000,68000,2025-11-09 06:10:00,2025-11-09 03:10:00,2025-11-11 03:10:00,Approved
CLM-000868,TICK-007832,Missed Connection,116000,50000,81000,2025-11-23 03:16:00,2025-11-22 23:16:00,2025-11-23 23:16:00,Approved
CLM-000869,TICK-007847,Missed Connection,216000,75000,152000,2025-06-09 02:32:00,2025-06-08 19:32:00,2025-06-12 19:32:00,Approved
CLM-000870,TICK-007851,Missed Connection,131000,100000,87000,2025-12-22 18:19:00,2025-12-22 17:19:00,2025-12-26 17:19:00,Approved
CLM-000871,TICK-007859,Missed Connection,108000,50000,68000,2025-08-09 09:10:00,2025-08-09 02:10:00,2025-08-13 02:10:00,Approved
CLM-000872,TICK-007861,Missed Connection,82000,75000,58000,2025-09-22 22:16:00,2025-09-22 15:16:00,2025-09-25 15:16:00,Approved
CLM-000873,TICK-007864,Missed Connection,99000,75000,62000,2025-06-09 08:10:00,2025-06-09 06:10:00,2025-06-12 06:10:00,Approved
CLM-000874,TICK-007869,Missed Connection,110000,75000,70000,2025-07-23 04:06:00,2025-07-22 22:06:00,2025-07-25 22:06:00,Rejected
CLM-000875,TICK-007876,Missed Connection,124000,50000,78000,2025-06-09 09:48:00,2025-06-09 03:48:00,2025-06-13 03:48:00,Approved
CLM-000876,TICK-007884,Missed Connection,154000,75000,97000,2025-08-09 09:02:00,2025-08-09 08:02:00,2025-08-11 08:02:00,Approved
CLM-000877,TICK-007891,Missed Connection,115000,50000,72000,2025-09-23 08:16:00,2025-09-23 03:16:00,2025-09-27 03:16:00,Approved
CLM-000878,TICK-007896,Missed Connection,104000,100000,65000,2025-12-23 13:38:00,2025-12-23 09:38:00,,Pending
CLM-000879,TICK-007902,Missed Connection,181000,75000,114000,2025-07-09 11:45:00,2025-07-09 08:45:00,2025-07-11 08:45:00,Approved
CLM-000880,TICK-007935,Missed Connection,112000,50000,75000,2025-05-09 16:25:00,2025-05-09 10:25:00,2025-05-14 10:25:00,Approved
CLM-000881,TICK-007939,Missed Connection,200000,50000,126000,2025-03-23 14:25:00,2025-03-23 10:25:00,2025-03-28 10:25:00,Approved
CLM-000882,TICK-007974,Missed Connection,68000,50000,43000,2025-07-23 12:43:00,2025-07-23 10:43:00,2025-07-24 10:43:00,Approved
CLM-000883,TICK-007981,Missed Connection,150000,50000,95000,2025-08-08 21:17:00,2025-08-08 15:17:00,2025-08-13 15:17:00,Approved
CLM-000884,TICK-007983,Missed Connection,115000,50000,72000,2025-09-09 08:05:00,2025-09-09 00:05:00,2025-09-14 00:05:00,Approved
CLM-000885,TICK-007989,Missed Connection,161000,75000,102000,2025-04-23 11:27:00,2025-04-23 10:27:00,2025-04-25 10:27:00,Approved
CLM-000886,TICK-007991,Missed Connection,118000,50000,78000,2025-11-09 04:04:00,2025-11-08 20:04:00,2025-11-11 20:04:00,Approved
CLM-000887,TICK-008015,Missed Connection,158000,100000,111000,2025-12-09 17:15:00,2025-12-09 15:15:00,2025-12-14 15:15:00,Approved
CLM-000888,TICK-008018,Missed Connection,124000,100000,78000,2025-06-09 10:20:00,2025-06-09 05:20:00,2025-06-12 05:20:00,Approved
CLM-000889,TICK-008024,Missed Connection,110000,50000,70000,2025-07-23 03:06:00,2025-07-22 20:06:00,2025-07-24 20:06:00,Rejected
CLM-000890,TICK-008028,Missed Connection,56000,50000,36000,2025-05-22 22:23:00,2025-05-22 20:23:00,2025-05-26 20:23:00,Approved
CLM-000891,TICK-008033,Missed Connection,132000,75000,88000,2025-03-08 23:39:00,2025-03-08 21:39:00,2025-03-11 21:39:00,Approved
CLM-000892,TICK-008040,Missed Connection,138000,50000,87000,2025-07-23 14:21:00,2025-07-23 07:21:00,2025-07-25 07:21:00,Approved
CLM-000893,TICK-008052,Missed Connection,59000,50000,39000,2025-03-23 08:51:00,2025-03-23 01:51:00,2025-03-27 01:51:00,Approved
CLM-000894,TICK-008056,Missed Connection,254000,50000,160000,2025-11-09 14:41:00,2025-11-09 10:41:00,2025-11-11 10:41:00,Approved
CLM-000895,TICK-008081,Missed Connection,99000,75000,65000,2025-06-08 21:30:00,2025-06-08 20:30:00,2025-06-13 20:30:00,Approved
CLM-000896,TICK-008106,Missed Connection,82000,100000,55000,2025-10-22 23:10:00,2025-10-22 21:10:00,2025-10-25 21:10:00,Approved
CLM-000897,TICK-008112,Missed Connection,196000,50000,137000,2025-08-23 00:04:00,2025-08-22 21:04:00,2025-08-24 21:04:00,Approved
CLM-000898,TICK-008128,Missed Connection,176000,50000,117000,2025-07-10 05:07:00,2025-07-10 00:07:00,2025-07-11 00:07:00,Approved
CLM-000899,TICK-008139,Missed Connection,104000,100000,65000,2025-06-09 12:26:00,2025-06-09 10:26:00,2025-06-12 10:26:00,Approved
CLM-000900,TICK-008145,Missed Connection,240000,50000,152000,2025-06-09 18:35:00,2025-06-09 13:35:00,2025-06-13 13:35:00,Approved
CLM-000901,TICK-008157,Missed Connection,92000,100000,58000,2025-02-23 18:09:00,2025-02-23 11:09:00,2025-02-25 11:09:00,Approved
CLM-000902,TICK-008160,Missed Connection,92000,75000,58000,2025-05-23 19:16:00,2025-05-23 13:16:00,2025-05-27 13:16:00,Approved
CLM-000903,TICK-008175,Missed Connection,142000,100000,90000,2025-06-23 10:38:00,2025-06-23 07:38:00,2025-06-24 07:38:00,Approved
CLM-000904,TICK-008187,Missed Connection,54000,100000,34000,2025-07-09 11:45:00,2025-07-09 03:45:00,2025-07-12 03:45:00,Approved
CLM-000905,TICK-008202,Missed Connection,150000,50000,95000,2025-02-23 18:17:00,2025-02-23 10:17:00,2025-02-28 10:17:00,Approved
CLM-000906,TICK-008204,Missed Connection,226000,50000,142000,2025-12-22 22:13:00,2025-12-22 14:13:00,2025-12-23 14:13:00,Approved
CLM-000907,TICK-008208,Missed Connection,109000,50000,69000,2025-01-09 09:54:00,2025-01-09 08:54:00,2025-01-13 08:54:00,Approved
CLM-000908,TICK-008214,Missed Connection,129000,100000,81000,2025-03-09 04:21:00,2025-03-09 01:21:00,2025-03-13 01:21:00,Approved
CLM-000909,TICK-008221,Missed Connection,119000,75000,75000,2025-11-23 10:32:00,2025-11-23 07:32:00,2025-11-24 07:32:00,Approved
CLM-000910,TICK-008241,Missed Connection,99000,75000,62000,2025-12-23 11:09:00,2025-12-23 09:09:00,2025-12-27 09:09:00,Approved
CLM-000911,TICK-008251,Missed Connection,138000,50000,87000,2025-07-23 14:21:00,2025-07-23 10:21:00,2025-07-24 10:21:00,Approved
CLM-000912,TICK-008258,Missed Connection,82000,75000,52000,2025-01-23 08:18:00,2025-01-23 06:18:00,2025-01-24 06:18:00,Approved
CLM-000913,TICK-008262,Missed Connection,82000,50000,52000,2025-01-09 13:58:00,2025-01-09 05:58:00,2025-01-10 05:58:00,Approved
CLM-000914,TICK-008269,Missed Connection,92000,75000,65000,2025-05-23 04:16:00,2025-05-22 22:16:00,2025-05-27 22:16:00,Rejected
CLM-000915,TICK-008277,Missed Connection,129000,50000,81000,2025-04-23 02:20:00,2025-04-22 19:20:00,2025-04-26 19:20:00,Approved
CLM-000916,TICK-008283,Missed Connection,150000,75000,105000,2025-07-23 18:13:00,2025-07-23 11:13:00,2025-07-28 11:13:00,Approved
CLM-000917,TICK-008299,Missed Connection,110000,75000,70000,2025-12-09 09:05:00,2025-12-09 06:05:00,2025-12-10 06:05:00,Approved
CLM-000918,TICK-008304,Missed Connection,132000,50000,83000,2025-09-10 01:03:00,2025-09-09 19:03:00,2025-09-11 19:03:00,Approved
CLM-000919,TICK-008326,Missed Connection,129000,75000,81000,2025-03-22 19:24:00,2025-03-22 15:24:00,2025-03-23 15:24:00,Approved
CLM-000920,TICK-008328,Missed Connection,119000,75000,75000,2025-09-09 09:21:00,2025-09-09 04:21:00,2025-09-14 04:21:00,Approved
CLM-000921,TICK-008331,Missed Connection,86000,75000,55000,2025-09-09 13:10:00,2025-09-09 12:10:00,2025-09-10 12:10:00,Approved
CLM-000922,TICK-008346,Missed Connection,78000,50000,49000,2025-11-09 10:34:00,2025-11-09 03:34:00,2025-11-12 03:34:00,Approved
CLM-000923,TICK-008353,Missed Connection,116000,100000,81000,2025-04-22 18:20:00,2025-04-22 15:20:00,2025-04-25 15:20:00,Approved
CLM-000924,TICK-008357,Missed Connection,112000,75000,78000,2025-08-24 00:52:00,2025-08-23 18:52:00,2025-08-27 18:52:00,Approved
CLM-000925,TICK-008361,Missed Connection,99000,75000,62000,2025-12-24 00:48:00,2025-12-23 18:48:00,2025-12-26 18:48:00,Approved
CLM-000926,TICK-008377,Missed Connection,138000,75000,87000,2025-06-09 01:05:00,2025-06-08 23:05:00,2025-06-11 23:05:00,Approved
CLM-000927,TICK-008382,Missed Connection,167000,100000,105000,2025-06-23 23:55:00,2025-06-23 16:55:00,,Pending
CLM-000928,TICK-008386,Missed Connection,79000,100000,52000,2025-09-23 02:21:00,2025-09-22 20:21:00,2025-09-24 20:21:00,Approved
CLM-000929,TICK-008389,Missed Connection,100000,75000,70000,2025-12-24 01:20:00,2025-12-23 19:20:00,,Pending
CLM-000930,TICK-008396,Missed Connection,93000,100000,59000,2025-07-09 18:16:00,2025-07-09 15:16:00,2025-07-11 15:16:00,Approved
CLM-000931,TICK-008406,Missed Connection,142000,50000,90000,2025-07-09 11:25:00,2025-07-09 09:25:00,2025-07-12 09:25:00,Approved
CLM-000932,TICK-008416,Missed Connection,186000,50000,117000,2025-07-09 14:25:00,2025-07-09 09:25:00,2025-07-10 09:25:00,Approved
CLM-000933,TICK-008419,Missed Connection,178000,75000,119000,2025-05-09 09:03:00,2025-05-09 02:03:00,2025-05-12 02:03:00,Approved
CLM-000934,TICK-008428,Missed Connection,89000,50000,59000,2025-07-09 22:16:00,2025-07-09 18:16:00,2025-07-10 18:16:00,Approved
CLM-000935,TICK-008432,Missed Connection,79000,75000,52000,2025-02-23 19:40:00,2025-02-23 13:40:00,2025-02-27 13:40:00,Approved
CLM-000936,TICK-008434,Missed Connection,82000,50000,52000,2025-09-23 06:10:00,2025-09-23 03:10:00,2025-09-28 03:10:00,Approved
CLM-000937,TICK-008442,Missed Connection,123000,50000,78000,2025-06-23 06:28:00,2025-06-23 05:28:00,2025-06-26 05:28:00,Approved
CLM-000938,TICK-008452,Missed Connection,108000,50000,68000,2025-10-09 02:11:00,2025-10-08 22:11:00,2025-10-12 22:11:00,Approved
CLM-000939,TICK-008456,Missed Connection,132000,100000,88000,2025-03-09 11:39:00,2025-03-09 06:39:00,2025-03-10 06:39:00,Approved
CLM-000940,TICK-008465,Missed Connection,193000,50000,122000,2025-06-23 09:03:00,2025-06-23 03:03:00,2025-06-24 03:03:00,Approved
CLM-000941,TICK-008478,Missed Connection,74000,75000,47000,2025-06-09 12:30:00,2025-06-09 11:30:00,2025-06-14 11:30:00,Approved
CLM-000942,TICK-008481,Missed Connection,196000,75000,137000,2025-11-08 20:03:00,2025-11-08 19:03:00,2025-11-10 19:03:00,Approved
CLM-000943,TICK-008487,Missed Connection,82000,75000,52000,2025-04-09 05:10:00,2025-04-09 02:10:00,2025-04-14 02:10:00,Approved
CLM-000944,TICK-008498,Missed Connection,108000,50000,68000,2025-02-23 05:29:00,2025-02-22 21:29:00,2025-02-26 21:29:00,Rejected
CLM-000945,TICK-008504,Missed Connection,150000,50000,95000,2025-04-09 14:39:00,2025-04-09 06:39:00,2025-04-10 06:39:00,Rejected
CLM-000946,TICK-008511,Missed Connection,78000,100000,49000,2025-11-24 00:02:00,2025-11-23 18:02:00,2025-11-24 18:02:00,Approved
CLM-000947,TICK-008514,Missed Connection,193000,75000,122000,2025-12-09 00:17:00,2025-12-08 23:17:00,2025-12-09 23:17:00,Approved
CLM-000948,TICK-008520,Missed Connection,126000,50000,79000,2025-07-22 23:22:00,2025-07-22 20:22:00,2025-07-26 20:22:00,Approved
CLM-000949,TICK-008535,Missed Connection,226000,50000,142000,2025-07-09 11:09:00,2025-07-09 05:09:00,,Pending
CLM-000950,TICK-008541,Missed Connection,87000,50000,58000,2025-02-23 16:33:00,2025-02-23 11:33:00,2025-02-26 11:33:00,Rejected
CLM-000951,TICK-008561,Missed Connection,123000,50000,82000,2025-12-23 22:03:00,2025-12-23 18:03:00,2025-12-25 18:03:00,Approved
CLM-000952,TICK-008564,Missed Connection,74000,75000,47000,2025-07-23 14:39:00,2025-07-23 13:39:00,2025-07-24 13:39:00,Rejected
CLM-000953,TICK-008567,Missed Connection,142000,75000,90000,2025-07-23 02:38:00,2025-07-23 01:38:00,2025-07-26 01:38:00,Approved
CLM-000954,TICK-008580,Missed Connection,103000,50000,65000,2025-11-08 21:47:00,2025-11-08 19:47:00,2025-11-11 19:47:00,Approved
CLM-000955,TICK-008586,Missed Connection,254000,50000,160000,2025-11-23 13:46:00,2025-11-23 09:46:00,2025-11-26 09:46:00,Approved
CLM-000956,TICK-008600,Missed Connection,167000,50000,105000,2025-06-23 22:55:00,2025-06-23 14:55:00,2025-06-26 14:55:00,Approved
CLM-000957,TICK-008607,Missed Connection,110000,50000,70000,2025-07-09 06:43:00,2025-07-09 01:43:00,2025-07-14 01:43:00,Approved
CLM-000958,TICK-008614,Missed Connection,218000,50000,137000,2025-11-09 08:03:00,2025-11-09 00:03:00,2025-11-10 00:03:00,Approved
CLM-000959,TICK-008649,Missed Connection,124000,75000,78000,2025-12-23 00:10:00,2025-12-22 22:10:00,,Pending
CLM-000960,TICK-008651,Missed Connection,110000,100000,70000,2025-07-09 12:43:00,2025-07-09 05:43:00,2025-07-14 05:43:00,Approved
CLM-000961,TICK-008654,Missed Connection,140000,75000,88000,2025-03-23 04:10:00,2025-03-22 20:10:00,2025-03-23 20:10:00,Approved
CLM-000962,TICK-008660,Missed Connection,62000,75000,39000,2025-11-23 12:55:00,2025-11-23 10:55:00,2025-11-27 10:55:00,Approved
CLM-000963,TICK-008663,Missed Connection,138000,50000,87000,2025-12-23 01:19:00,2025-12-22 18:19:00,2025-12-24 18:19:00,Approved
CLM-000964,TICK-008667,Missed Connection,112000,50000,75000,2025-05-09 15:25:00,2025-05-09 08:25:00,2025-05-11 08:25:00,Approved
CLM-000965,TICK-008675,Missed Connection,94000,75000,62000,2025-06-23 02:11:00,2025-06-22 19:11:00,2025-06-23 19:11:00,Approved
CLM-000966,TICK-008677,Missed Connection,153000,75000,102000,2025-02-09 08:03:00,2025-02-09 05:03:00,2025-02-14 05:03:00,Approved
CLM-000967,TICK-008716,Missed Connection,124000,50000,78000,2025-03-08 23:02:00,2025-03-08 21:02:00,2025-03-09 21:02:00,Approved
CLM-000968,TICK-008724,Missed Connection,76000,50000,53000,2025-06-09 15:49:00,2025-06-09 14:49:00,2025-06-12 14:49:00,Approved
CLM-000969,TICK-008727,Missed Connection,155000,50000,98000,2025-12-09 11:31:00,2025-12-09 07:31:00,,Pending
CLM-000970,TICK-008729,Missed Connection,180000,100000,126000,2025-08-09 05:49:00,2025-08-08 23:49:00,2025-08-13 23:49:00,Approved
CLM-000971,TICK-008738,Missed Connection,74000,75000,47000,2025-12-22 22:02:00,2025-12-22 21:02:00,2025-12-27 21:02:00,Approved
CLM-000972,TICK-008750,Missed Connection,186000,100000,117000,2025-12-09 05:07:00,2025-12-08 23:07:00,2025-12-10 23:07:00,Approved
CLM-000973,TICK-008753,Missed Connection,112000,50000,75000,2025-03-23 07:33:00,2025-03-23 02:33:00,2025-03-26 02:33:00,Approved
CLM-000974,TICK-008761,Missed Connection,130000,100000,82000,2025-07-23 10:24:00,2025-07-23 06:24:00,2025-07-25 06:24:00,Approved
CLM-000975,TICK-008763,Missed Connection,115000,50000,72000,2025-09-23 11:42:00,2025-09-23 05:42:00,2025-09-27 05:42:00,Approved
CLM-000976,TICK-008767,Missed Connection,178000,50000,112000,2025-12-09 06:25:00,2025-12-09 03:25:00,2025-12-11 03:25:00,Approved
CLM-000977,TICK-008774,Missed Connection,129000,50000,81000,2025-11-09 08:29:00,2025-11-09 06:29:00,2025-11-12 06:29:00,Rejected
CLM-000978,TICK-008781,Missed Connection,155000,50000,98000,2025-02-23 11:42:00,2025-02-23 03:42:00,2025-02-25 03:42:00,Approved
CLM-000979,TICK-008793,Missed Connection,124000,100000,78000,2025-04-23 10:28:00,2025-04-23 04:28:00,2025-04-24 04:28:00,Approved
CLM-000980,TICK-008803,Missed Connection,99000,75000,62000,2025-12-23 04:49:00,2025-12-23 02:49:00,2025-12-25 02:49:00,Approved
CLM-000981,TICK-008820,Missed Connection,167000,75000,105000,2025-12-09 09:35:00,2025-12-09 04:35:00,2025-12-13 04:35:00,Approved
CLM-000982,TICK-008850,Missed Connection,75000,75000,47000,2025-03-09 23:37:00,2025-03-09 21:37:00,2025-03-10 21:37:00,Approved
CLM-000983,TICK-008855,Missed Connection,188000,50000,119000,2025-02-09 07:01:00,2025-02-09 00:01:00,,Pending
CLM-000984,TICK-008860,Missed Connection,99000,100000,62000,2025-06-09 07:10:00,2025-06-09 01:10:00,2025-06-10 01:10:00,Approved
CLM-000985,TICK-008865,Missed Connection,226000,75000,142000,2025-06-09 20:53:00,2025-06-09 13:53:00,2025-06-13 13:53:00,Approved
CLM-000986,TICK-008884,Missed Connection,110000,50000,70000,2025-07-09 07:43:00,2025-07-09 03:43:00,2025-07-12 03:43:00,Approved
CLM-000987,TICK-008891,Missed Connection,56000,75000,39000,2025-03-23 09:51:00,2025-03-23 06:51:00,,Pending
CLM-000988,TICK-008900,Missed Connection,188000,75000,119000,2025-05-09 08:59:00,2025-05-09 01:59:00,2025-05-10 01:59:00,Approved
CLM-000989,TICK-008919,Missed Connection,86000,100000,55000,2025-03-09 00:50:00,2025-03-08 18:50:00,2025-03-13 18:50:00,Approved
CLM-000990,TICK-008926,Missed Connection,148000,50000,93000,2025-12-09 21:12:00,2025-12-09 18:12:00,2025-12-11 18:12:00,Approved
CLM-000991,TICK-008931,Missed Connection,129000,100000,81000,2025-09-23 05:53:00,2025-09-22 22:53:00,2025-09-27 22:53:00,Approved
CLM-000992,TICK-008936,Missed Connection,138000,50000,87000,2025-06-23 05:05:00,2025-06-22 21:05:00,2025-06-23 21:05:00,Approved
CLM-000993,TICK-008943,Missed Connection,82000,50000,58000,2025-09-09 21:55:00,2025-09-09 14:55:00,2025-09-11 14:55:00,Approved
CLM-000994,TICK-008947,Missed Connection,99000,75000,62000,2025-12-23 15:48:00,2025-12-23 13:48:00,2025-12-26 13:48:00,Approved
CLM-000995,TICK-008954,Missed Connection,124000,75000,78000,2025-07-23 09:10:00,2025-07-23 02:10:00,2025-07-26 02:10:00,Approved
CLM-000996,TICK-008963,Missed Connection,176000,50000,117000,2025-07-23 16:02:00,2025-07-23 08:02:00,2025-07-26 08:02:00,Approved
CLM-000997,TICK-008966,Missed Connection,99000,100000,65000,2025-12-09 10:40:00,2025-12-09 05:40:00,2025-12-13 05:40:00,Approved
CLM-000998,TICK-008981,Missed Connection,97000,50000,68000,2025-01-23 15:46:00,2025-01-23 10:46:00,2025-01-24 10:46:00,Approved
CLM-000999,TICK-008990,Missed Connection,142000,75000,95000,2025-08-24 00:17:00,2025-08-23 19:17:00,2025-08-28 19:17:00,Approved
CLM-001000,TICK-009005,Missed Connection,119000,100000,75000,2025-09-23 09:06:00,2025-09-23 06:06:00,2025-09-28 06:06:00,Approved
CLM-001001,TICK-009010,Missed Connection,110000,50000,70000,2025-12-09 17:05:00,2025-12-09 12:05:00,2025-12-12 12:05:00,Approved
CLM-001002,TICK-009012,Missed Connection,131000,75000,87000,2025-06-09 06:05:00,2025-06-09 00:05:00,2025-06-12 00:05:00,Rejected
CLM-001003,TICK-009024,Missed Connection,49000,75000,34000,2025-12-09 11:14:00,2025-12-09 07:14:00,2025-12-11 07:14:00,Approved
CLM-001004,TICK-009033,Missed Connection,178000,50000,112000,2025-12-09 07:25:00,2025-12-09 06:25:00,2025-12-10 06:25:00,Approved
CLM-001005,TICK-009035,Missed Connection,74000,75000,52000,2025-09-23 08:10:00,2025-09-23 07:10:00,2025-09-24 07:10:00,Approved
CLM-001006,TICK-009051,Missed Connection,98000,50000,65000,2025-03-09 18:22:00,2025-03-09 14:22:00,2025-03-12 14:22:00,Approved
CLM-001007,TICK-009054,Missed Connection,198000,75000,132000,2025-03-23 17:34:00,2025-03-23 10:34:00,2025-03-28 10:34:00,Approved
CLM-001008,TICK-009065,Missed Connection,124000,75000,78000,2025-08-23 13:52:00,2025-08-23 09:52:00,2025-08-25 09:52:00,Approved
CLM-001009,TICK-009071,Missed Connection,110000,50000,70000,2025-12-23 13:20:00,2025-12-23 11:20:00,,Pending
CLM-001010,TICK-009082,Missed Connection,112000,75000,75000,2025-05-09 21:25:00,2025-05-09 15:25:00,2025-05-13 15:25:00,Approved
CLM-001011,TICK-009090,Missed Connection,56000,75000,36000,2025-02-23 07:23:00,2025-02-23 03:23:00,2025-02-28 03:23:00,Approved
CLM-001012,TICK-009106,Missed Connection,132000,100000,88000,2025-04-23 14:14:00,2025-04-23 09:14:00,2025-04-25 09:14:00,Approved
CLM-001013,TICK-009118,Missed Connection,140000,50000,88000,2025-02-23 06:10:00,2025-02-23 04:10:00,2025-02-28 04:10:00,Approved
CLM-001014,TICK-009123,Missed Connection,78000,50000,49000,2025-11-23 23:02:00,2025-11-23 15:02:00,2025-11-26 15:02:00,Approved
CLM-001015,TICK-009135,Missed Connection,154000,75000,97000,2025-05-09 12:30:00,2025-05-09 05:30:00,2025-05-13 05:30:00,Approved
CLM-001016,TICK-009143,Missed Connection,178000,75000,112000,2025-06-23 21:56:00,2025-06-23 20:56:00,,Pending
CLM-001017,TICK-009149,Missed Connection,141000,50000,93000,2025-03-09 05:51:00,2025-03-09 04:51:00,2025-03-13 04:51:00,Approved
CLM-001018,TICK-009154,Missed Connection,76000,75000,53000,2025-06-09 17:49:00,2025-06-09 15:49:00,2025-06-14 15:49:00,Approved
CLM-001019,TICK-009166,Missed Connection,110000,75000,70000,2025-12-08 18:36:00,2025-12-08 13:36:00,2025-12-09 13:36:00,Approved
CLM-001020,TICK-009173,Missed Connection,99000,100000,62000,2025-07-09 08:10:00,2025-07-09 05:10:00,2025-07-11 05:10:00,Approved
CLM-001021,TICK-009178,Missed Connection,117000,50000,82000,2025-07-23 18:24:00,2025-07-23 12:24:00,2025-07-26 12:24:00,Approved
