itinerary_leg_sk,passenger_sk,route_sk,bus_fleet_sk,origin_terminal_sk,destination_terminal_sk,disruption_reason_sk,booking_date_sk,booking_time_sk,scheduled_departure_date_sk,scheduled_departure_time_sk,actual_departure_date_sk,actual_departure_time_sk,scheduled_arrival_date_sk,scheduled_arrival_time_sk,actual_arrival_date_sk,actual_arrival_time_sk,rebooking_date_sk,rebooking_time_sk,claim_resolution_date_sk,claim_resolution_time_sk,booking_id,ticket_number,itinerary_id,trip_id,leg_sequence,total_legs,claim_id,travel_status,claim_status,departure_delay_minutes,arrival_delay_minutes,scheduled_connection_minutes,actual_connection_minutes,missed_connection_count,rebooking_cost,refund_amount,compensation_amount
6290,883,20,46,25,26,0,20250720,1346,20250723,600,20250723,609,20250723,1210,20250723,1210,,,,,BKG-003161,TICK-006296,ITI-003161,TRIP-002522,3,3,,COMPLETED,,9,0,169,176,0,0,0,0
6291,2566,14,43,17,18,0,20250620,817,20250708,1200,20250708,1246,20250709,2,20250709,125,,,,,BKG-003162,TICK-006297,ITI-003162,TRIP-000057,1,3,,COMPLETED,,46,83,,,0,0,0,0
6292,2566,15,3,18,19,0,20250620,817,20250709,0,20250709,0,20250709,511,20250709,534,20250709,725,20250714,625,BKG-003162,TICK-006298,ITI-003162,TRIP-001607,2,3,CLM-000701,MISSED_CONNECTION,Approved,0,23,-2,-85,1,47000,70000,75000
6293,2566,16,12,19,20,0,20250620,817,20250709,600,20250709,623,20250709,1334,20250709,1351,,,,,BKG-003162,TICK-006299,ITI-003162,TRIP-001608,3,3,,CANCELLED_AFTER_DISRUPTION,,23,17,,,0,0,0,0
6294,3658,8,25,11,12,0,20250701,803,20250722,600,20250722,600,20250722,1205,20250722,1206,,,,,BKG-003163,TICK-006300,ITI-003163,TRIP-000995,1,1,,COMPLETED,,0,1,,,0,0,0,0
6295,2243,28,43,13,18,5,20250906,1039,20250908,600,20250908,634,20250908,1459,20250908,1803,,,,,BKG-003164,TICK-006301,ITI-003164,TRIP-000143,1,2,,COMPLETED,,34,184,,,0,0,0,0
6296,2243,15,14,18,19,0,20250906,1039,20250908,1800,20250908,1807,20250908,2311,20250908,2332,20250909,303,,,BKG-003164,TICK-006302,ITI-003164,TRIP-002023,2,2,CLM-000702,MISSED_CONNECTION,Pending,7,21,181,4,1,49000,78000,100000
6297,2146,11,2,14,15,0,20250425,1116,20250522,600,20250522,628,20250522,1414,20250522,1443,,,,,BKG-003165,TICK-006303,ITI-003165,TRIP-000016,1,2,,COMPLETED,,28,29,,,0,0,0,0
6298,2146,12,53,15,16,0,20250425,1116,20250522,1800,20250522,1819,20250522,2227,20250522,2252,,,,,BKG-003165,TICK-006304,ITI-003165,TRIP-000017,2,2,,COMPLETED,,19,25,226,216,0,0,0,0
6299,491,16,43,19,20,0,20250831,1055,20250908,1800,20250908,1823,20250909,134,20250909,158,,,,,BKG-003166,TICK-006305,ITI-003166,TRIP-001446,1,3,,COMPLETED,,23,24,,,0,0,0,0
6300,491,17,83,20,22,0,20250831,1055,20250909,600,20250909,619,20250909,839,20250909,931,,,,,BKG-003166,TICK-006306,ITI-003166,TRIP-002726,2,3,,COMPLETED,,19,52,266,261,0,0,0,0
6301,491,18,74,22,24,2,20250831,1055,20250909,1200,20250909,1200,20250909,2100,20250909,2353,,,,,BKG-003166,TICK-006307,ITI-003166,TRIP-002727,3,3,,COMPLETED,,0,173,201,149,0,0,0,0
6302,4654,19,51,24,25,0,20250526,1839,20250608,1200,20250608,1216,20250608,1511,20250608,1557,,,,,BKG-003167,TICK-006308,ITI-003167,TRIP-000713,1,1,,COMPLETED,,16,46,,,0,0,0,0
6303,1955,6,79,9,10,0,20251127,909,20251222,1800,20251222,1836,20251222,2136,20251222,2216,,,,,BKG-003168,TICK-006309,ITI-003168,TRIP-000211,1,3,,COMPLETED,,36,40,,,0,0,0,0
6304,1955,7,65,10,11,0,20251127,909,20251223,0,20251223,4,20251223,942,20251223,943,,,,,BKG-003168,TICK-006310,ITI-003168,TRIP-000212,2,3,,COMPLETED,,4,1,144,108,0,0,0,0
6305,1955,8,24,11,12,0,20251127,909,20251223,1200,20251223,1224,20251223,1805,20251223,1805,,,,,BKG-003168,TICK-006311,ITI-003168,TRIP-002728,3,3,,COMPLETED,,24,0,138,161,0,0,0,0
6306,4548,20,65,25,26,0,20250606,1919,20250622,1200,20250622,1207,20250622,1810,20250622,1827,,,,,BKG-003169,TICK-006312,ITI-003169,TRIP-000254,1,2,,COMPLETED,,7,17,,,0,0,0,0
6307,4548,21,17,26,27,0,20250606,1919,20250622,1800,20250622,1809,20250623,211,20250623,223,20250623,27,20250626,2027,BKG-003169,TICK-006313,ITI-003169,TRIP-000255,2,2,CLM-000703,MISSED_CONNECTION,Approved,9,12,-10,-18,1,65000,104000,75000
6308,1000,26,14,1,7,0,20250618,926,20250708,600,20250708,600,20250708,1000,20250708,1000,,,,,BKG-003170,TICK-006314,ITI-003170,TRIP-000928,1,2,,COMPLETED,,0,0,,,0,0,0,0
6309,1000,27,72,7,13,0,20250618,926,20250708,1200,20250708,1215,20250708,2339,20250708,2342,,,,,BKG-003170,TICK-006315,ITI-003170,TRIP-000185,2,2,,COMPLETED,,15,3,120,135,0,0,0,0
6310,2126,23,50,28,29,0,20250621,1444,20250622,1200,20250622,1213,20250622,1932,20250622,1947,,,,,BKG-003171,TICK-006316,ITI-003171,TRIP-000925,1,1,,COMPLETED,,13,15,,,0,0,0,0
6311,2702,9,43,12,13,0,20250402,1152,20250408,1200,20250408,1200,20250408,1949,20250408,1950,,,,,BKG-003172,TICK-006317,ITI-003172,TRIP-002693,1,1,,COMPLETED,,0,1,,,0,0,0,0
6312,294,20,82,25,26,1,20251109,923,20251122,1800,20251122,1800,20251123,10,20251123,353,,,,,BKG-003173,TICK-006318,ITI-003173,TRIP-002729,1,2,,COMPLETED,,0,223,,,0,0,0,0
6313,294,21,89,26,27,0,20251109,923,20251123,0,20251123,6,20251123,811,20251123,811,20251123,1953,20251126,1453,BKG-003173,TICK-006319,ITI-003173,TRIP-002730,2,2,CLM-000704,MISSED_CONNECTION,Approved,6,0,-10,-227,1,55000,86000,50000
6314,2910,28,32,13,18,0,20250210,1117,20250222,1800,20250222,1823,20250223,259,20250223,345,,,,,BKG-003174,TICK-006320,ITI-003174,TRIP-002482,1,1,,COMPLETED,,23,46,,,0,0,0,0
6315,3308,17,82,20,21,0,20250622,2038,20250722,600,20250722,637,20250722,839,20250722,940,,,,,BKG-003175,TICK-006321,ITI-003175,TRIP-001930,1,3,,COMPLETED,,37,61,,,0,0,0,0
6316,3308,18,15,21,24,0,20250622,2038,20250722,1200,20250722,1232,20250722,2100,20250722,2125,,,,,BKG-003175,TICK-006322,ITI-003175,TRIP-001865,2,3,,COMPLETED,,32,25,201,172,0,0,0,0
6317,3308,19,86,24,25,0,20250622,2038,20250723,0,20250723,12,20250723,311,20250723,313,,,,,BKG-003175,TICK-006323,ITI-003175,TRIP-001866,3,3,,COMPLETED,,12,2,180,167,0,0,0,0
6318,3255,17,71,20,21,0,20250718,1640,20250722,1200,20250722,1200,20250722,1439,20250722,1445,,,,,BKG-003176,TICK-006324,ITI-003176,TRIP-000372,1,2,,COMPLETED,,0,6,,,0,0,0,0
6319,3255,18,10,21,24,0,20250718,1640,20250722,1800,20250722,1800,20250723,300,20250723,300,,,,,BKG-003176,TICK-006325,ITI-003176,TRIP-000382,2,2,,COMPLETED,,0,0,201,195,0,0,0,0
6320,4682,25,41,30,2,0,20250816,917,20250822,600,20250822,636,20250822,1538,20250822,1645,,,,,BKG-003177,TICK-006326,ITI-003177,TRIP-000241,1,1,,COMPLETED,,36,67,,,0,0,0,0
6321,1224,16,47,19,20,0,20251018,1221,20251022,600,20251022,619,20251022,1334,20251022,1426,,,,,BKG-003178,TICK-006327,ITI-003178,TRIP-000303,1,2,,COMPLETED,,19,52,,,0,0,0,0
6322,1224,17,49,20,22,0,20251018,1221,20251022,1800,20251022,1800,20251022,2039,20251022,2110,,,,,BKG-003178,TICK-006328,ITI-003178,TRIP-000304,2,2,,COMPLETED,,0,31,266,214,0,0,0,0
6323,626,24,56,29,30,0,20250901,1418,20250908,1200,20250908,1221,20250908,2314,20250908,2333,,,,,BKG-003179,TICK-006329,ITI-003179,TRIP-002138,1,2,,COMPLETED,,21,19,,,0,0,0,0
6324,626,25,44,30,2,0,20250901,1418,20250909,0,20250909,35,20250909,938,20250909,946,,,,,BKG-003179,TICK-006330,ITI-003179,TRIP-002139,2,2,,COMPLETED,,35,8,46,62,0,0,0,0
6325,4892,15,21,18,19,0,20250905,1241,20250922,600,20250922,623,20250922,1111,20250922,1132,,,,,BKG-003180,TICK-006331,ITI-003180,TRIP-002731,1,1,,COMPLETED,,23,21,,,0,0,0,0
6326,2345,19,36,23,25,0,20250214,1019,20250222,600,20250222,650,20250222,911,20250222,1046,,,,,BKG-003181,TICK-006332,ITI-003181,TRIP-002732,1,3,,COMPLETED,,50,95,,,0,0,0,0
6327,2345,20,32,25,26,0,20250214,1019,20250222,1200,20250222,1222,20250222,1810,20250222,1829,,,,,BKG-003181,TICK-006333,ITI-003181,TRIP-000845,2,3,,COMPLETED,,22,19,169,96,0,0,0,0
6328,2345,21,62,26,27,0,20250214,1019,20250222,1800,20250222,1807,20250223,211,20250223,250,20250223,829,20250228,29,BKG-003181,TICK-006334,ITI-003181,TRIP-000846,3,3,CLM-000705,MISSED_CONNECTION,Approved,7,39,-10,-22,1,68000,108000,75000
6329,3782,24,11,29,30,0,20251124,907,20251208,1200,20251208,1218,20251208,2314,20251208,2343,,,,,BKG-003182,TICK-006335,ITI-003182,TRIP-002387,1,1,,COMPLETED,,18,29,,,0,0,0,0
6330,2832,3,79,5,6,0,20250625,712,20250722,1800,20250722,1800,20250722,2102,20250722,2107,,,,,BKG-003183,TICK-006336,ITI-003183,TRIP-000694,1,3,,COMPLETED,,0,5,,,0,0,0,0
6331,2832,4,24,6,7,0,20250625,712,20250723,0,20250723,21,20250723,603,20250723,653,,,,,BKG-003183,TICK-006337,ITI-003183,TRIP-002230,2,3,,COMPLETED,,21,50,178,194,0,0,0,0
6332,2832,5,46,7,9,0,20250625,712,20250723,600,20250723,616,20250723,1823,20250723,1840,20250723,2053,,,BKG-003183,TICK-006338,ITI-003183,TRIP-002534,3,3,CLM-000706,MISSED_CONNECTION,Pending,16,17,-3,-37,1,114000,181000,50000
6333,4011,11,53,14,15,0,20250530,1244,20250622,1800,20250622,1814,20250623,214,20250623,214,,,,,BKG-003184,TICK-006339,ITI-003184,TRIP-000202,1,2,,COMPLETED,,14,0,,,0,0,0,0
6334,4011,12,24,15,16,0,20250530,1244,20250623,600,20250623,600,20250623,1027,20250623,1030,,,,,BKG-003184,TICK-006340,ITI-003184,TRIP-000203,2,2,,COMPLETED,,0,3,226,226,0,0,0,0
6335,3042,2,68,3,5,0,20250622,731,20250708,1800,20250708,1804,20250708,2046,20250708,2054,,,,,BKG-003185,TICK-006341,ITI-003185,TRIP-001959,1,3,,COMPLETED,,4,8,,,0,0,0,0
6336,3042,3,24,5,6,0,20250622,731,20250709,0,20250709,0,20250709,302,20250709,309,,,,,BKG-003185,TICK-006342,ITI-003185,TRIP-002733,2,3,,COMPLETED,,0,7,194,186,0,0,0,0
6337,3042,4,84,6,7,0,20250622,731,20250709,600,20250709,600,20250709,1203,20250709,1203,,,,,BKG-003185,TICK-006343,ITI-003185,TRIP-002734,3,3,,COMPLETED,,0,0,178,171,0,0,0,0
6338,1955,3,49,4,6,0,20250525,1719,20250622,1200,20250622,1215,20250622,1502,20250622,1529,,,,,BKG-003186,TICK-006344,ITI-003186,TRIP-001531,1,3,,COMPLETED,,15,27,,,0,0,0,0
6339,1955,4,72,6,7,0,20250525,1719,20250622,1800,20250622,1826,20250623,3,20250623,31,,,,,BKG-003186,TICK-006345,ITI-003186,TRIP-001532,2,3,,COMPLETED,,26,28,178,177,0,0,0,0
6340,1955,5,23,7,9,0,20250525,1719,20250623,0,20250623,23,20250623,1223,20250623,1330,20250623,931,20250625,431,BKG-003186,TICK-006346,ITI-003186,TRIP-000182,3,3,CLM-000707,MISSED_CONNECTION,Approved,23,67,-3,-8,1,142000,226000,75000
6341,3913,12,62,15,16,0,20251112,1249,20251122,1200,20251122,1200,20251122,1627,20251122,1640,,,,,BKG-003187,TICK-006347,ITI-003187,TRIP-002735,1,3,,COMPLETED,,0,13,,,0,0,0,0
6342,3913,13,87,16,17,0,20251112,1249,20251122,1800,20251122,1830,20251123,37,20251123,58,,,,,BKG-003187,TICK-006348,ITI-003187,TRIP-000965,2,3,,COMPLETED,,30,21,93,110,0,0,0,0
6343,3913,14,14,17,18,0,20251112,1249,20251123,600,20251123,600,20251123,1802,20251123,1803,,,,,BKG-003187,TICK-006349,ITI-003187,TRIP-000966,3,3,,COMPLETED,,0,1,323,302,0,0,0,0
6344,3416,4,52,6,8,0,20251115,1234,20251122,600,20251122,614,20251122,1203,20251122,1216,,,,,BKG-003188,TICK-006350,ITI-003188,TRIP-002427,1,3,,COMPLETED,,14,13,,,0,0,0,0
6345,3416,5,24,8,9,0,20251115,1234,20251122,1200,20251122,1203,20251123,23,20251123,40,20251122,2116,20251127,1516,BKG-003188,TICK-006351,ITI-003188,TRIP-000831,2,3,CLM-000708,MISSED_CONNECTION,Approved,3,17,-3,-13,1,95000,150000,75000
6346,3416,6,80,9,10,0,20251115,1234,20251123,0,20251123,4,20251123,336,20251123,413,,,,,BKG-003188,TICK-006352,ITI-003188,TRIP-000832,3,3,,CANCELLED_AFTER_DISRUPTION,,4,37,,,0,0,0,0
6347,4615,18,15,21,24,0,20250701,1946,20250722,1200,20250722,1232,20250722,2100,20250722,2125,,,,,BKG-003189,TICK-006353,ITI-003189,TRIP-001865,1,2,,COMPLETED,,32,25,,,0,0,0,0
6348,4615,19,86,24,25,0,20250701,1946,20250723,0,20250723,12,20250723,311,20250723,313,,,,,BKG-003189,TICK-006354,ITI-003189,TRIP-001866,2,2,,COMPLETED,,12,2,180,167,0,0,0,0
6349,3385,21,3,26,27,0,20251124,1334,20251208,1800,20251208,1800,20251209,211,20251209,220,,,,,BKG-003190,TICK-006355,ITI-003190,TRIP-001089,1,2,,COMPLETED,,0,9,,,0,0,0,0
6350,3385,22,48,27,28,0,20251124,1334,20251209,600,20251209,615,20251209,1210,20251209,1301,,,,,BKG-003190,TICK-006356,ITI-003190,TRIP-001090,2,2,,COMPLETED,,15,51,229,235,0,0,0,0
6351,3528,2,30,3,4,0,20250530,2053,20250622,600,20250622,614,20250622,846,20250622,905,,,,,BKG-003191,TICK-006357,ITI-003191,TRIP-002082,1,2,,COMPLETED,,14,19,,,0,0,0,0
6352,3528,3,49,4,6,0,20250530,2053,20250622,1200,20250622,1215,20250622,1502,20250622,1529,,,,,BKG-003191,TICK-006358,ITI-003191,TRIP-001531,2,2,,COMPLETED,,15,27,194,190,0,0,0,0
6353,778,2,2,3,4,0,20250412,1630,20250422,1800,20250422,1831,20250422,2046,20250422,2110,,,,,BKG-003192,TICK-006359,ITI-003192,TRIP-002736,1,2,,COMPLETED,,31,24,,,0,0,0,0
6354,778,3,57,4,6,0,20250412,1630,20250423,0,20250423,34,20250423,302,20250423,328,,,,,BKG-003192,TICK-006360,ITI-003192,TRIP-002737,2,2,,COMPLETED,,34,26,194,204,0,0,0,0
6355,4269,5,20,8,9,0,20250922,1033,20251008,1800,20251008,1823,20251009,623,20251009,644,,,,,BKG-003193,TICK-006361,ITI-003193,TRIP-002738,1,1,,COMPLETED,,23,21,,,0,0,0,0
6356,1274,30,5,25,30,0,20250914,1609,20251008,1200,20251008,1222,20251009,25,20251009,54,,,,,BKG-003194,TICK-006362,ITI-003194,TRIP-001788,1,3,,COMPLETED,,22,29,,,0,0,0,0
6357,1274,25,22,30,2,0,20250914,1609,20251009,0,20251009,0,20251009,938,20251009,1004,20251009,1054,20251010,754,BKG-003194,TICK-006363,ITI-003194,TRIP-001789,2,3,CLM-000709,MISSED_CONNECTION,Rejected,0,26,-25,-54,1,75000,119000,75000
6358,1274,1,22,2,3,0,20250914,1609,20251009,1200,20251009,1237,20251009,1944,20251009,2046,,,,,BKG-003194,TICK-006364,ITI-003194,TRIP-002739,3,3,,CANCELLED_AFTER_DISRUPTION,,37,62,,,0,0,0,0
6359,2512,11,80,14,15,0,20251211,959,20251222,1200,20251222,1200,20251222,2014,20251222,2034,,,,,BKG-003195,TICK-006365,ITI-003195,TRIP-000290,1,1,,COMPLETED,,0,20,,,0,0,0,0
6360,3089,23,88,28,29,0,20250315,724,20250322,1800,20250322,1800,20250323,132,20250323,132,,,,,BKG-003196,TICK-006366,ITI-003196,TRIP-000665,1,2,,COMPLETED,,0,0,,,0,0,0,0
6361,3089,24,51,29,30,0,20250315,724,20250323,600,20250323,639,20250323,1714,20250323,1714,,,,,BKG-003196,TICK-006367,ITI-003196,TRIP-000666,2,2,,COMPLETED,,39,0,268,307,0,0,0,0
6362,4627,19,43,24,25,0,20250704,1503,20250709,0,20250709,22,20250709,311,20250709,329,,,,,BKG-003197,TICK-006369,ITI-003197,TRIP-000029,2,2,,COMPLETED,,22,18,180,173,0,0,0,0
6363,606,10,92,13,14,0,20251101,2133,20251108,600,20251108,623,20251108,1441,20251108,1452,,,,,BKG-003198,TICK-006370,ITI-003198,TRIP-002740,1,3,,COMPLETED,,23,11,,,0,0,0,0
6364,606,11,63,14,15,0,20251101,2133,20251108,1800,20251108,1819,20251109,214,20251109,226,,,,,BKG-003198,TICK-006371,ITI-003198,TRIP-000183,2,3,,COMPLETED,,19,12,199,207,0,0,0,0
6365,606,12,20,15,16,0,20251101,2133,20251109,600,20251109,600,20251109,1027,20251109,1027,,,,,BKG-003198,TICK-006372,ITI-003198,TRIP-000184,3,3,,COMPLETED,,0,0,226,214,0,0,0,0
6366,309,3,74,5,6,0,20250623,1414,20250722,1200,20250722,1200,20250722,1502,20250722,1502,,,,,BKG-003199,TICK-006373,ITI-003199,TRIP-001145,1,1,,COMPLETED,,0,0,,,0,0,0,0
6367,3986,23,54,28,29,0,20250413,1504,20250508,1200,20250508,1200,20250508,1932,20250508,1932,,,,,BKG-003200,TICK-006374,ITI-003200,TRIP-000788,1,2,,COMPLETED,,0,0,,,0,0,0,0
6368,3986,24,22,29,30,0,20250413,1504,20250509,0,20250509,0,20250509,1114,20250509,1114,,,,,BKG-003200,TICK-006375,ITI-003200,TRIP-000789,2,2,,COMPLETED,,0,0,268,268,0,0,0,0
6369,3902,17,86,20,21,0,20250707,1328,20250708,1200,20250708,1201,20250708,1439,20250708,1439,,,,,BKG-003201,TICK-006376,ITI-003201,TRIP-000366,1,2,,COMPLETED,,1,0,,,0,0,0,0
6370,3902,18,19,21,24,0,20250707,1328,20250708,1800,20250708,1838,20250709,300,20250709,335,,,,,BKG-003201,TICK-006377,ITI-003201,TRIP-000367,2,2,,COMPLETED,,38,35,201,239,0,0,0,0
6371,2583,30,52,25,30,0,20251118,2126,20251208,1200,20251208,1200,20251209,25,20251209,25,,,,,BKG-003202,TICK-006378,ITI-003202,TRIP-000504,1,3,,COMPLETED,,0,0,,,0,0,0,0
6372,2583,25,32,30,2,0,20251118,2126,20251209,0,20251209,29,20251209,938,20251209,938,20251209,1225,20251211,625,BKG-003202,TICK-006379,ITI-003202,TRIP-002601,2,3,CLM-000710,MISSED_CONNECTION,Approved,29,0,-25,4,1,112000,178000,75000
6373,2583,26,68,2,8,0,20251118,2126,20251209,1200,20251209,1207,20251209,1600,20251209,1608,,,,,BKG-003202,TICK-006380,ITI-003202,TRIP-002741,3,3,,CANCELLED_AFTER_DISRUPTION,,7,8,,,0,0,0,0
6374,2147,1,53,1,3,0,20250625,2135,20250708,1800,20250708,1800,20250709,144,20250709,211,,,,,BKG-003203,TICK-006381,ITI-003203,TRIP-001794,1,3,,COMPLETED,,0,27,,,0,0,0,0
6375,2147,2,6,3,5,0,20250625,2135,20250709,600,20250709,649,20250709,846,20250709,927,,,,,BKG-003203,TICK-006382,ITI-003203,TRIP-002617,2,3,,COMPLETED,,49,41,256,278,0,0,0,0
6376,2147,3,1,5,6,0,20250625,2135,20250709,1200,20250709,1207,20250709,1502,20250709,1502,,,,,BKG-003203,TICK-006383,ITI-003203,TRIP-002742,3,3,,COMPLETED,,7,0,194,160,0,0,0,0
6377,2871,22,32,27,28,0,20250614,913,20250622,600,20250622,619,20250622,1210,20250622,1211,,,,,BKG-003204,TICK-006384,ITI-003204,TRIP-000051,1,3,,COMPLETED,,19,1,,,0,0,0,0
6378,2871,23,50,28,29,0,20250614,913,20250622,1200,20250622,1213,20250622,1932,20250622,1947,20250622,1611,20250627,1411,BKG-003204,TICK-006385,ITI-003204,TRIP-000925,2,3,CLM-000711,MISSED_CONNECTION,Approved,13,15,-10,2,1,62000,99000,75000
6379,2871,24,22,29,30,0,20250614,913,20250623,0,20250623,33,20250623,1114,20250623,1141,,,,,BKG-003204,TICK-006386,ITI-003204,TRIP-000926,3,3,,CANCELLED_AFTER_DISRUPTION,,33,27,,,0,0,0,0
6380,4250,7,63,10,11,0,20251105,1933,20251108,1200,20251108,1219,20251108,2142,20251108,2222,,,,,BKG-003205,TICK-006387,ITI-003205,TRIP-000594,1,3,,COMPLETED,,19,40,,,0,0,0,0
6381,4250,8,80,11,12,0,20251105,1933,20251109,0,20251109,27,20251109,605,20251109,605,,,,,BKG-003205,TICK-006388,ITI-003205,TRIP-001402,2,3,,COMPLETED,,27,0,138,125,0,0,0,0
6382,4250,9,30,12,13,0,20251105,1933,20251109,600,20251109,600,20251109,1349,20251109,1424,20251109,2105,20251112,1805,BKG-003205,TICK-006389,ITI-003205,TRIP-002743,3,3,CLM-000712,MISSED_CONNECTION,Approved,0,35,-5,-5,1,58000,92000,100000
6383,458,2,84,3,5,0,20250707,1415,20250722,1200,20250722,1237,20250722,1446,20250722,1524,,,,,BKG-003206,TICK-006390,ITI-003206,TRIP-000693,1,2,,COMPLETED,,37,38,,,0,0,0,0
6384,458,3,79,5,6,0,20250707,1415,20250722,1800,20250722,1800,20250722,2102,20250722,2107,,,,,BKG-003206,TICK-006391,ITI-003206,TRIP-000694,2,2,,COMPLETED,,0,5,194,156,0,0,0,0
6385,1040,18,57,22,24,0,20250727,1852,20250808,1200,20250808,1200,20250808,2100,20250808,2100,,,,,BKG-003207,TICK-006392,ITI-003207,TRIP-002406,1,1,,COMPLETED,,0,0,,,0,0,0,0
6386,949,11,8,14,15,0,20250127,2016,20250222,600,20250222,606,20250222,1414,20250222,1422,,,,,BKG-003208,TICK-006393,ITI-003208,TRIP-002744,1,2,,COMPLETED,,6,8,,,0,0,0,0
6387,949,12,25,15,16,0,20250127,2016,20250222,1800,20250222,1809,20250222,2227,20250222,2242,,,,,BKG-003208,TICK-006394,ITI-003208,TRIP-002745,2,2,,COMPLETED,,9,15,226,227,0,0,0,0
6388,13,9,22,12,13,0,20250911,727,20250922,600,20250922,600,20250922,1349,20250922,1414,,,,,BKG-003209,TICK-006395,ITI-003209,TRIP-001516,1,3,,COMPLETED,,0,25,,,0,0,0,0
6389,13,28,28,13,18,0,20250911,727,20250922,1800,20250922,1827,20250923,259,20250923,335,,,,,BKG-003209,TICK-006396,ITI-003209,TRIP-001517,2,3,,COMPLETED,,27,36,251,253,0,0,0,0
6390,13,29,69,18,25,0,20250911,727,20250923,600,20250923,600,20250923,1643,20250923,1717,,,,,BKG-003209,TICK-006397,ITI-003209,TRIP-002746,3,3,,COMPLETED,,0,34,181,145,0,0,0,0
6391,2727,30,49,25,30,0,20251026,1501,20251108,600,20251108,617,20251108,1825,20251108,1840,,,,,BKG-003210,TICK-006398,ITI-003210,TRIP-002385,1,2,,COMPLETED,,17,15,,,0,0,0,0
6392,2727,25,85,30,2,6,20251026,1501,20251108,1800,20251108,1811,20251109,338,20251109,615,20251109,1040,20251113,540,BKG-003210,TICK-006399,ITI-003210,TRIP-000920,2,2,CLM-000713,MISSED_CONNECTION,Approved,11,157,-25,-29,1,93000,148000,75000
6393,1736,17,27,20,21,0,20241231,1615,20250108,600,20250108,600,20250108,839,20250108,907,,,,,BKG-003211,TICK-006400,ITI-003211,TRIP-000298,1,2,,COMPLETED,,0,28,,,0,0,0,0
6394,1736,18,62,21,23,0,20241231,1615,20250108,1200,20250108,1200,20250108,2100,20250108,2121,,,,,BKG-003211,TICK-006401,ITI-003211,TRIP-000299,2,2,,COMPLETED,,0,21,201,173,0,0,0,0
6395,230,1,18,1,3,0,20250528,1224,20250622,600,20250622,600,20250622,1344,20250622,1350,,,,,BKG-003212,TICK-006402,ITI-003212,TRIP-001250,1,2,,COMPLETED,,0,6,,,0,0,0,0
6396,230,2,70,3,4,0,20250528,1224,20250622,1800,20250622,1816,20250622,2046,20250622,2046,,,,,BKG-003212,TICK-006403,ITI-003212,TRIP-001483,2,2,,COMPLETED,,16,0,256,266,0,0,0,0
6397,4612,8,88,11,12,0,20250205,1014,20250208,1200,20250208,1224,20250208,1805,20250208,1814,,,,,BKG-003213,TICK-006404,ITI-003213,TRIP-002747,1,2,,COMPLETED,,24,9,,,0,0,0,0
6398,4612,9,49,12,13,0,20250205,1014,20250208,1800,20250208,1800,20250209,149,20250209,219,20250209,1114,20250211,414,BKG-003213,TICK-006405,ITI-003213,TRIP-002643,2,2,CLM-000714,MISSED_CONNECTION,Approved,0,30,-5,-14,1,72000,115000,75000
6399,409,21,38,26,27,0,20250320,1141,20250408,1200,20250408,1200,20250408,2011,20250408,2028,,,,,BKG-003214,TICK-006406,ITI-003214,TRIP-001803,1,2,,COMPLETED,,0,17,,,0,0,0,0
6400,409,22,65,27,28,0,20250320,1141,20250409,0,20250409,15,20250409,610,20250409,701,,,,,BKG-003214,TICK-006407,ITI-003214,TRIP-002748,2,2,,COMPLETED,,15,51,229,227,0,0,0,0
6401,4649,9,35,12,13,0,20250117,1927,20250122,1200,20250122,1225,20250122,1949,20250122,2011,,,,,BKG-003215,TICK-006408,ITI-003215,TRIP-001161,1,3,,COMPLETED,,25,22,,,0,0,0,0
6402,4649,28,21,13,18,0,20250117,1927,20250123,0,20250123,0,20250123,859,20250123,932,,,,,BKG-003215,TICK-006409,ITI-003215,TRIP-002072,2,3,,COMPLETED,,0,33,251,229,0,0,0,0
6403,4649,29,60,18,25,0,20250117,1927,20250123,1200,20250123,1200,20250123,2243,20250123,2302,,,,,BKG-003215,TICK-006410,ITI-003215,TRIP-002749,3,3,,COMPLETED,,0,19,181,148,0,0,0,0
6404,3952,14,76,17,18,0,20250206,1603,20250308,1200,20250308,1200,20250309,2,20250309,18,,,,,BKG-003216,TICK-006411,ITI-003216,TRIP-002750,1,3,,COMPLETED,,0,16,,,0,0,0,0
6405,3952,29,22,18,25,0,20250206,1603,20250309,0,20250309,25,20250309,1043,20250309,1143,20250309,918,20250314,118,BKG-003216,TICK-006412,ITI-003216,TRIP-002751,2,3,CLM-000715,MISSED_CONNECTION,Approved,25,60,-2,7,1,78000,118000,50000
6406,3952,20,77,25,26,0,20250206,1603,20250309,1200,20250309,1233,20250309,1810,20250309,1842,,,,,BKG-003216,TICK-006413,ITI-003216,TRIP-002752,3,3,,CANCELLED_AFTER_DISRUPTION,,33,32,,,0,0,0,0
6407,3172,23,74,28,29,0,20251021,1813,20251108,1800,20251108,1821,20251109,132,20251109,147,,,,,BKG-003217,TICK-006414,ITI-003217,TRIP-000783,1,2,,COMPLETED,,21,15,,,0,0,0,0
6408,3172,24,44,29,30,0,20251021,1813,20251109,600,20251109,632,20251109,1714,20251109,1820,,,,,BKG-003217,TICK-006415,ITI-003217,TRIP-000784,2,2,,COMPLETED,,32,66,268,285,0,0,0,0
