ticket_sales_sk,passenger_sk,booking_date_sk,booking_time_sk,route_sk,sales_context_sk,promotion_sk,booking_id,ticket_number,itinerary_id,allocated_base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed
4742,191,20250603,2113,9,32,0,BKG-002388,TICK-004742,ITI-002388,248000,0,27000,275000,28,0
4743,191,20250603,2113,28,32,0,BKG-002388,TICK-004743,ITI-002388,228000,0,25000,253000,25,0
4744,191,20250603,2113,29,32,0,BKG-002388,TICK-004744,ITI-002388,334000,0,37000,371000,37,0
4745,2656,20250603,1759,25,35,0,BKG-002389,TICK-004745,ITI-002389,321000,0,35000,356000,36,0
4746,2656,20250603,1759,1,35,0,BKG-002389,TICK-004746,ITI-002389,248000,0,27000,275000,28,0
4747,101,20250312,2150,12,24,2,BKG-002390,TICK-004747,ITI-002390,110000,11000,11000,110000,11,0
4748,2788,20251219,1836,20,28,0,BKG-002391,TICK-004748,ITI-002391,223000,0,25000,248000,25,0
4749,648,20250531,1627,21,30,0,BKG-002392,TICK-004749,ITI-002392,234000,0,26000,260000,26,0
4750,1337,20250112,850,6,5,0,BKG-002393,TICK-004750,ITI-002393,102000,0,11000,113000,11,0
4751,1337,20250112,850,7,5,0,BKG-002393,TICK-004751,ITI-002393,196000,0,22000,218000,22,0
4752,2758,20250522,755,19,44,1,BKG-002394,TICK-004752,ITI-002394,90000,4000,9000,95000,10,0
4753,2758,20250522,755,20,44,1,BKG-002394,TICK-004753,ITI-002394,223000,11000,23000,235000,24,0
4754,2758,20250522,755,21,44,1,BKG-002394,TICK-004754,ITI-002394,187000,9000,20000,198000,20,0
4755,2408,20251217,1535,23,36,0,BKG-002395,TICK-004755,ITI-002395,223000,0,25000,248000,25,0
4756,2408,20251217,1535,24,36,0,BKG-002395,TICK-004756,ITI-002395,279000,0,31000,310000,31,0
4757,2408,20251217,1535,25,36,0,BKG-002395,TICK-004757,ITI-002395,257000,0,28000,285000,28,0
4758,3001,20250602,1501,17,36,0,BKG-002396,TICK-004758,ITI-002396,65000,0,7000,72000,7,30
4759,1153,20250510,1557,26,24,0,BKG-002397,TICK-004759,ITI-002397,111000,0,12000,123000,12,0
4760,1153,20250510,1557,27,24,0,BKG-002397,TICK-004760,ITI-002397,279000,0,31000,310000,31,0
4761,454,20250524,1423,7,14,3,BKG-002398,TICK-004761,ITI-002398,294000,15000,31000,310000,31,0
4762,454,20250524,1423,8,14,3,BKG-002398,TICK-004762,ITI-002398,155000,8000,16000,163000,16,0
4763,454,20250524,1423,9,14,3,BKG-002398,TICK-004763,ITI-002398,335000,17000,35000,353000,35,0
4764,1886,20250208,1205,26,32,0,BKG-002399,TICK-004764,ITI-002399,93000,0,10000,103000,10,0
4765,1886,20250208,1205,5,32,0,BKG-002399,TICK-004765,ITI-002399,271000,0,30000,301000,30,0
4766,970,20250614,707,16,36,0,BKG-002400,TICK-004766,ITI-002400,208000,0,23000,231000,23,0
4767,2135,20250509,2138,13,25,0,BKG-002401,TICK-004767,ITI-002401,162000,0,18000,180000,18,0
4768,2135,20250509,2138,14,25,0,BKG-002401,TICK-004768,ITI-002401,275000,0,30000,305000,30,0
4769,2135,20250509,2138,15,25,0,BKG-002401,TICK-004769,ITI-002401,168000,0,18000,186000,19,0
4770,3363,20250629,2043,8,25,2,BKG-002402,TICK-004770,ITI-002402,155000,16000,15000,154000,15,0
4771,3363,20250629,2043,9,25,2,BKG-002402,TICK-004771,ITI-002402,199000,20000,20000,199000,20,0
4772,3363,20250629,2043,28,25,2,BKG-002402,TICK-004772,ITI-002402,284000,28000,28000,284000,28,0
4773,4341,20250710,1911,23,21,1,BKG-002403,TICK-004773,ITI-002403,149000,7000,16000,158000,16,0
4774,4341,20250710,1911,24,21,1,BKG-002403,TICK-004774,ITI-002403,232000,12000,24000,244000,24,0
4775,4384,20250421,1426,14,33,3,BKG-002404,TICK-004775,ITI-002404,229000,11000,24000,242000,24,0
4776,4384,20250421,1426,15,33,3,BKG-002404,TICK-004776,ITI-002404,140000,7000,15000,148000,15,0
4777,3575,20250515,1831,14,12,0,BKG-002405,TICK-004777,ITI-002405,229000,0,25000,254000,25,20
4778,3575,20250515,1831,15,12,0,BKG-002405,TICK-004778,ITI-002405,140000,0,15000,155000,16,0
4779,2824,20251109,1744,22,36,0,BKG-002406,TICK-004779,ITI-002406,148000,0,16000,164000,16,0
4780,2824,20251109,1744,23,36,0,BKG-002406,TICK-004780,ITI-002406,149000,0,16000,165000,16,0
4781,2824,20251109,1744,24,36,0,BKG-002406,TICK-004781,ITI-002406,290000,0,32000,322000,32,0
4782,1262,20251216,2018,3,32,2,BKG-002407,TICK-004782,ITI-002407,83000,8000,8000,83000,8,10
4783,1262,20251216,2018,4,32,2,BKG-002407,TICK-004783,ITI-002407,157000,16000,16000,157000,16,0
4784,762,20250913,1435,5,36,0,BKG-002408,TICK-004784,ITI-002408,339000,0,37000,376000,38,0
4785,762,20250913,1435,6,36,0,BKG-002408,TICK-004785,ITI-002408,102000,0,11000,113000,11,0
4786,762,20250913,1435,7,36,0,BKG-002408,TICK-004786,ITI-002408,245000,0,27000,272000,27,0
4787,2547,20250703,1702,10,27,0,BKG-002409,TICK-004787,ITI-002409,222000,0,24000,246000,25,0
4788,2547,20250703,1702,11,27,0,BKG-002409,TICK-004788,ITI-002409,209000,0,23000,232000,23,0
4789,208,20250523,1240,9,40,2,BKG-002410,TICK-004789,ITI-002410,199000,20000,20000,199000,20,20
4790,208,20250523,1240,10,40,2,BKG-002410,TICK-004790,ITI-002410,277000,28000,27000,276000,28,0
4791,2949,20250923,1812,12,17,3,BKG-002411,TICK-004791,ITI-002411,88000,4000,9000,93000,9,0
4792,2949,20250923,1812,13,17,3,BKG-002411,TICK-004792,ITI-002411,227000,11000,24000,240000,24,0
4793,3992,20251205,1058,15,12,0,BKG-002412,TICK-004793,ITI-002412,134000,0,15000,149000,15,10
4794,3281,20250527,820,24,45,0,BKG-002413,TICK-004794,ITI-002413,348000,0,38000,386000,39,0
4795,3281,20250527,820,25,45,0,BKG-002413,TICK-004795,ITI-002413,257000,0,28000,285000,28,0
4796,1930,20250812,1918,27,25,1,BKG-002414,TICK-004796,ITI-002414,232000,12000,24000,244000,24,0
4797,1930,20250812,1918,10,25,1,BKG-002414,TICK-004797,ITI-002414,185000,9000,19000,195000,20,0
4798,1930,20250812,1918,11,25,1,BKG-002414,TICK-004798,ITI-002414,174000,9000,18000,183000,18,0
4799,757,20250209,1114,14,39,0,BKG-002415,TICK-004799,ITI-002415,286000,0,31000,317000,32,0
4800,696,20250517,902,4,9,0,BKG-002416,TICK-004800,ITI-002416,131000,0,14000,145000,14,0
4801,696,20250517,902,27,9,0,BKG-002416,TICK-004801,ITI-002416,232000,0,26000,258000,26,0
4802,3173,20251218,1837,13,47,0,BKG-002417,TICK-004802,ITI-002417,273000,0,30000,303000,30,0
4803,3173,20251218,1837,14,47,0,BKG-002417,TICK-004803,ITI-002417,275000,0,30000,305000,30,0
4804,3252,20250111,708,19,36,0,BKG-002418,TICK-004804,ITI-002418,94000,0,10000,104000,10,0
4805,3252,20250111,708,30,36,0,BKG-002418,TICK-004805,ITI-002418,351000,0,39000,390000,39,0
4806,425,20250728,1405,18,36,0,BKG-002419,TICK-004806,ITI-002419,245000,0,27000,272000,27,0
4807,425,20250728,1405,19,36,0,BKG-002419,TICK-004807,ITI-002419,94000,0,10000,104000,10,0
4808,425,20250728,1405,30,36,0,BKG-002419,TICK-004808,ITI-002419,281000,0,31000,312000,31,0
4809,4380,20250621,1713,22,36,0,BKG-002420,TICK-004809,ITI-002420,178000,0,20000,198000,20,0
4810,4380,20250621,1713,23,36,0,BKG-002420,TICK-004810,ITI-002420,301000,0,33000,334000,33,0
4811,3128,20250414,1319,12,39,0,BKG-002421,TICK-004811,ITI-002421,110000,0,12000,122000,12,0
4812,3128,20250414,1319,13,39,0,BKG-002421,TICK-004812,ITI-002421,227000,0,25000,252000,25,0
4813,3128,20250414,1319,14,39,0,BKG-002421,TICK-004813,ITI-002421,229000,0,25000,254000,25,0
4814,1270,20250526,2014,4,4,0,BKG-002422,TICK-004814,ITI-002422,197000,0,22000,219000,22,0
4815,1270,20250526,2014,27,4,0,BKG-002422,TICK-004815,ITI-002422,348000,0,38000,386000,39,0
4816,2188,20250507,2141,18,45,0,BKG-002423,TICK-004816,ITI-002423,196000,0,22000,218000,22,0
4817,2990,20250120,1003,5,28,0,BKG-002424,TICK-004817,ITI-002424,339000,0,37000,376000,38,0
4818,2990,20250120,1003,6,28,0,BKG-002424,TICK-004818,ITI-002424,81000,0,9000,90000,9,0
4819,2990,20250120,1003,7,28,0,BKG-002424,TICK-004819,ITI-002424,245000,0,27000,272000,27,0
4820,1208,20250417,1953,2,45,2,BKG-002425,TICK-004820,ITI-002425,59000,6000,6000,59000,6,0
4821,1208,20250417,1953,3,45,2,BKG-002425,TICK-004821,ITI-002425,87000,9000,9000,87000,9,0
4822,1208,20250417,1953,4,45,2,BKG-002425,TICK-004822,ITI-002425,164000,16000,16000,164000,16,0
4823,4705,20251211,1319,27,47,1,BKG-002426,TICK-004823,ITI-002426,279000,14000,29000,294000,29,20
4824,4705,20251211,1319,10,47,1,BKG-002426,TICK-004824,ITI-002426,222000,11000,23000,234000,23,0
4825,4939,20250120,2054,21,36,0,BKG-002427,TICK-004825,ITI-002427,195000,0,21000,216000,22,30
4826,4939,20250120,2054,22,36,0,BKG-002427,TICK-004826,ITI-002427,185000,0,20000,205000,20,0
4827,4939,20250120,2054,23,36,0,BKG-002427,TICK-004827,ITI-002427,186000,0,20000,206000,21,0
4828,896,20250530,1456,16,45,0,BKG-002428,TICK-004828,ITI-002428,208000,0,23000,231000,23,0
4829,2277,20250716,1112,21,36,2,BKG-002429,TICK-004829,ITI-002429,187000,19000,18000,186000,19,0
4830,2277,20250716,1112,22,36,2,BKG-002429,TICK-004830,ITI-002429,178000,18000,18000,178000,18,0
4831,4850,20250622,1101,19,24,2,BKG-002430,TICK-004831,ITI-002430,112000,11000,11000,112000,11,0
4832,4850,20250622,1101,20,24,2,BKG-002430,TICK-004832,ITI-002430,178000,18000,18000,178000,18,0
4833,4850,20250622,1101,21,24,2,BKG-002430,TICK-004833,ITI-002430,234000,23000,23000,234000,23,0
4834,3795,20250718,1548,22,45,0,BKG-002431,TICK-004834,ITI-002431,178000,0,20000,198000,20,10
4835,1242,20251217,837,9,40,0,BKG-002432,TICK-004835,ITI-002432,335000,0,37000,372000,37,0
4836,1242,20251217,837,10,40,0,BKG-002432,TICK-004836,ITI-002432,277000,0,30000,307000,31,0
4837,4586,20241230,1601,10,33,3,BKG-002433,TICK-004837,ITI-002433,185000,9000,19000,195000,20,0
4838,4586,20241230,1601,11,33,3,BKG-002433,TICK-004838,ITI-002433,218000,11000,23000,230000,23,0
4839,4586,20241230,1601,12,33,3,BKG-002433,TICK-004839,ITI-002433,110000,6000,11000,115000,12,0
4840,2378,20250309,2027,12,35,1,BKG-002434,TICK-004840,ITI-002434,88000,4000,9000,93000,9,0
4841,2378,20250309,2027,13,35,1,BKG-002434,TICK-004841,ITI-002434,168000,8000,18000,178000,18,0
4842,515,20250811,2149,14,48,0,BKG-002435,TICK-004842,ITI-002435,229000,0,25000,254000,25,0
4843,515,20250811,2149,15,48,0,BKG-002435,TICK-004843,ITI-002435,140000,0,15000,155000,16,0
4844,1352,20251214,1406,20,17,0,BKG-002436,TICK-004844,ITI-002436,178000,0,20000,198000,20,0
4845,1352,20251214,1406,21,17,0,BKG-002436,TICK-004845,ITI-002436,234000,0,26000,260000,26,0
4846,4158,20250806,1006,8,20,0,BKG-002437,TICK-004846,ITI-002437,129000,0,14000,143000,14,0
4847,4158,20250806,1006,9,20,0,BKG-002437,TICK-004847,ITI-002437,165000,0,18000,183000,18,0
4848,880,20251108,908,3,44,0,BKG-002438,TICK-004848,ITI-002438,83000,0,9000,92000,9,0
4849,235,20251218,1815,9,12,0,BKG-002439,TICK-004849,ITI-002439,199000,0,22000,221000,22,0
4850,235,20251218,1815,28,12,0,BKG-002439,TICK-004850,ITI-002439,228000,0,25000,253000,25,0
4851,1304,20250514,810,12,45,0,BKG-002440,TICK-004851,ITI-002440,106000,0,12000,118000,12,0
4852,3080,20251031,1336,24,46,0,BKG-002441,TICK-004852,ITI-002441,232000,0,26000,258000,26,0
4853,3080,20251031,1336,25,46,0,BKG-002441,TICK-004853,ITI-002441,214000,0,24000,238000,24,0
4854,3080,20251031,1336,1,46,0,BKG-002441,TICK-004854,ITI-002441,165000,0,18000,183000,18,0
4855,4684,20250504,1914,30,27,0,BKG-002442,TICK-004855,ITI-002442,281000,0,31000,312000,31,0
4856,4684,20250504,1914,25,27,0,BKG-002442,TICK-004856,ITI-002442,214000,0,24000,238000,24,0
4857,4684,20250504,1914,26,27,0,BKG-002442,TICK-004857,ITI-002442,116000,0,13000,129000,13,0
4858,3553,20251118,917,9,11,1,BKG-002443,TICK-004858,ITI-002443,165000,8000,17000,174000,17,0
4859,3553,20251118,917,10,11,1,BKG-002443,TICK-004859,ITI-002443,185000,9000,19000,195000,20,0
4860,3553,20251118,917,11,11,1,BKG-002443,TICK-004860,ITI-002443,294000,15000,31000,310000,31,0
4861,724,20251017,1244,13,34,0,BKG-002444,TICK-004861,ITI-002444,168000,0,18000,186000,19,0
4862,1818,20250721,800,6,12,1,BKG-002445,TICK-004862,ITI-002445,98000,5000,10000,103000,10,0
4863,1818,20250721,800,7,12,1,BKG-002445,TICK-004863,ITI-002445,235000,12000,25000,248000,25,0
4864,3054,20251125,928,25,21,1,BKG-002446,TICK-004864,ITI-002446,257000,13000,27000,271000,27,0
4865,3054,20251125,928,26,21,1,BKG-002446,TICK-004865,ITI-002446,111000,6000,12000,117000,12,0
4866,2256,20251215,1818,4,19,2,BKG-002447,TICK-004866,ITI-002447,157000,16000,16000,157000,16,30
4867,2256,20251215,1818,5,19,2,BKG-002447,TICK-004867,ITI-002447,407000,41000,40000,406000,41,0
4868,1506,20251221,1313,30,28,0,BKG-002448,TICK-004868,ITI-002448,422000,0,46000,468000,47,0
4869,1506,20251221,1313,25,28,0,BKG-002448,TICK-004869,ITI-002448,321000,0,35000,356000,36,0
4870,1506,20251221,1313,1,28,0,BKG-002448,TICK-004870,ITI-002448,198000,0,22000,220000,22,0
4871,1182,20250206,1305,2,48,0,BKG-002449,TICK-004871,ITI-002449,74000,0,8000,82000,8,0
4872,1182,20250206,1305,3,48,0,BKG-002449,TICK-004872,ITI-002449,70000,0,8000,78000,8,0
4873,1182,20250206,1305,4,48,0,BKG-002449,TICK-004873,ITI-002449,131000,0,14000,145000,14,0
4874,4373,20250527,1341,28,4,0,BKG-002450,TICK-004874,ITI-002450,228000,0,25000,253000,25,0
4875,1534,20251112,1552,16,6,0,BKG-002451,TICK-004875,ITI-002451,350000,0,38000,388000,39,0
4876,1534,20251112,1552,17,6,0,BKG-002451,TICK-004876,ITI-002451,65000,0,7000,72000,7,0
4877,2440,20250611,757,21,8,0,BKG-002452,TICK-004877,ITI-002452,316000,0,35000,351000,35,0
4878,2440,20250611,757,22,8,0,BKG-002452,TICK-004878,ITI-002452,300000,0,33000,333000,33,0
4879,2440,20250611,757,23,8,0,BKG-002452,TICK-004879,ITI-002452,301000,0,33000,334000,33,0
4880,1561,20251011,1029,16,48,0,BKG-002453,TICK-004880,ITI-002453,173000,0,19000,192000,19,0
4881,1561,20251011,1029,17,48,0,BKG-002453,TICK-004881,ITI-002453,55000,0,6000,61000,6,0
4882,2492,20251006,2112,17,41,0,BKG-002454,TICK-004882,ITI-002454,92000,0,10000,102000,10,0
4883,2492,20251006,2112,18,41,0,BKG-002454,TICK-004883,ITI-002454,196000,0,22000,218000,22,0
4884,4713,20250329,1109,22,36,0,BKG-002455,TICK-004884,ITI-002455,148000,0,16000,164000,16,0
4885,4713,20250329,1109,23,36,0,BKG-002455,TICK-004885,ITI-002455,251000,0,28000,279000,28,0
4886,4713,20250329,1109,24,36,0,BKG-002455,TICK-004886,ITI-002455,290000,0,32000,322000,32,0
4887,686,20250816,1033,2,37,0,BKG-002456,TICK-004887,ITI-002456,59000,0,6000,65000,6,0
4888,3863,20250404,2128,6,24,0,BKG-002457,TICK-004888,ITI-002457,102000,0,11000,113000,11,0
4889,1108,20251115,1200,1,48,1,BKG-002458,TICK-004889,ITI-002458,248000,12000,26000,262000,26,0
4890,1108,20251115,1200,2,48,1,BKG-002458,TICK-004890,ITI-002458,71000,4000,7000,74000,7,0
4891,1108,20251115,1200,3,48,1,BKG-002458,TICK-004891,ITI-002458,104000,5000,11000,110000,11,0
4892,883,20251109,701,4,34,2,BKG-002459,TICK-004892,ITI-002459,164000,16000,16000,164000,16,0
4893,883,20251109,701,5,34,2,BKG-002459,TICK-004893,ITI-002459,271000,27000,27000,271000,27,0
4894,4829,20250926,1759,22,33,0,BKG-002460,TICK-004894,ITI-002460,185000,0,20000,205000,20,0
4895,2129,20251207,2134,21,33,0,BKG-002461,TICK-004895,ITI-002461,234000,0,26000,260000,26,10
4896,2129,20251207,2134,22,33,0,BKG-002461,TICK-004896,ITI-002461,178000,0,20000,198000,20,0
4897,3696,20251221,1446,9,31,2,BKG-002462,TICK-004897,ITI-002462,248000,25000,25000,248000,25,0
4898,3696,20251221,1446,28,31,2,BKG-002462,TICK-004898,ITI-002462,284000,28000,28000,284000,28,0
4899,3696,20251221,1446,29,31,2,BKG-002462,TICK-004899,ITI-002462,267000,27000,26000,266000,27,0
4900,1711,20250324,838,14,25,0,BKG-002463,TICK-004900,ITI-002463,386000,0,42000,428000,43,0
4901,1711,20250324,838,29,25,0,BKG-002463,TICK-004901,ITI-002463,223000,0,25000,248000,25,0
4902,4796,20250215,846,6,48,0,BKG-002464,TICK-004902,ITI-002464,81000,0,9000,90000,9,0
4903,4796,20250215,846,7,48,0,BKG-002464,TICK-004903,ITI-002464,196000,0,22000,218000,22,0
4904,4473,20241214,1155,23,33,0,BKG-002465,TICK-004904,ITI-002465,149000,0,16000,165000,16,0
4905,4473,20241214,1155,24,33,0,BKG-002465,TICK-004905,ITI-002465,232000,0,26000,258000,26,0
4906,4541,20250816,1040,18,34,0,BKG-002466,TICK-004906,ITI-002466,196000,0,22000,218000,22,0
4907,4541,20250816,1040,19,34,0,BKG-002466,TICK-004907,ITI-002466,75000,0,8000,83000,8,0
4908,2111,20251022,1408,17,48,0,BKG-002467,TICK-004908,ITI-002467,55000,0,6000,61000,6,0
4909,2111,20251022,1408,18,48,0,BKG-002467,TICK-004909,ITI-002467,196000,0,22000,218000,22,0
4910,2111,20251022,1408,19,48,0,BKG-002467,TICK-004910,ITI-002467,94000,0,10000,104000,10,0
4911,1715,20250617,1153,28,46,0,BKG-002468,TICK-004911,ITI-002468,228000,0,25000,253000,25,30
4912,4749,20250217,1421,12,26,0,BKG-002469,TICK-004912,ITI-002469,88000,0,10000,98000,10,0
4913,4749,20250217,1421,13,26,0,BKG-002469,TICK-004913,ITI-002469,168000,0,18000,186000,19,0
4914,4749,20250217,1421,14,26,0,BKG-002469,TICK-004914,ITI-002469,229000,0,25000,254000,25,0
4915,4908,20250221,1537,23,36,0,BKG-002470,TICK-004915,ITI-002470,251000,0,28000,279000,28,0
4916,4908,20250221,1537,24,36,0,BKG-002470,TICK-004916,ITI-002470,392000,0,43000,435000,44,0
4917,1670,20250608,1622,7,36,0,BKG-002471,TICK-004917,ITI-002471,294000,0,32000,326000,33,0
4918,1670,20250608,1622,8,36,0,BKG-002471,TICK-004918,ITI-002471,262000,0,29000,291000,29,0
4919,4084,20251109,1036,17,31,0,BKG-002472,TICK-004919,ITI-002472,65000,0,7000,72000,7,0
4920,4084,20251109,1036,18,31,0,BKG-002472,TICK-004920,ITI-002472,235000,0,26000,261000,26,0
4921,4084,20251109,1036,19,31,0,BKG-002472,TICK-004921,ITI-002472,112000,0,12000,124000,12,0
4922,4728,20251008,846,30,27,0,BKG-002473,TICK-004922,ITI-002473,474000,0,52000,526000,53,0
4923,4728,20251008,846,25,27,0,BKG-002473,TICK-004923,ITI-002473,214000,0,24000,238000,24,0
4924,2146,20250317,719,25,34,0,BKG-002474,TICK-004924,ITI-002474,214000,0,24000,238000,24,0
4925,2146,20250317,719,1,34,0,BKG-002474,TICK-004925,ITI-002474,206000,0,23000,229000,23,0
4926,2217,20250919,2116,3,45,0,BKG-002475,TICK-004926,ITI-002475,70000,0,8000,78000,8,0
4927,2217,20250919,2116,4,45,0,BKG-002475,TICK-004927,ITI-002475,131000,0,14000,145000,14,0
4928,2217,20250919,2116,5,45,0,BKG-002475,TICK-004928,ITI-002475,339000,0,37000,376000,38,0
4929,4841,20250802,1700,18,34,0,BKG-002476,TICK-004929,ITI-002476,330000,0,36000,366000,37,0
4930,4841,20250802,1700,19,34,0,BKG-002476,TICK-004930,ITI-002476,75000,0,8000,83000,8,0
4931,4841,20250802,1700,20,34,0,BKG-002476,TICK-004931,ITI-002476,149000,0,16000,165000,16,0
4932,2035,20241229,931,2,36,2,BKG-002477,TICK-004932,ITI-002477,59000,6000,6000,59000,6,0
4933,883,20250119,1957,21,33,0,BKG-002478,TICK-004933,ITI-002478,156000,0,17000,173000,17,0
4934,883,20250119,1957,22,33,0,BKG-002478,TICK-004934,ITI-002478,148000,0,16000,164000,16,0
4935,2589,20250317,905,6,40,0,BKG-002479,TICK-004935,ITI-002479,137000,0,15000,152000,15,0
4936,3406,20250327,1858,22,16,2,BKG-002480,TICK-004936,ITI-002480,185000,18000,18000,185000,18,0
4937,3406,20250327,1858,23,16,2,BKG-002480,TICK-004937,ITI-002480,186000,19000,18000,185000,18,0
4938,454,20250404,2156,16,29,0,BKG-002481,TICK-004938,ITI-002481,173000,0,19000,192000,19,0
4939,454,20250404,2156,17,29,0,BKG-002481,TICK-004939,ITI-002481,68000,0,7000,75000,8,0
4940,454,20250404,2156,18,29,0,BKG-002481,TICK-004940,ITI-002481,330000,0,36000,366000,37,0
4941,2475,20250406,1316,19,40,0,BKG-002482,TICK-004941,ITI-002482,94000,0,10000,104000,10,0
4942,2475,20250406,1316,20,40,0,BKG-002482,TICK-004942,ITI-002482,186000,0,20000,206000,21,0
4943,2475,20250406,1316,21,40,0,BKG-002482,TICK-004943,ITI-002482,195000,0,21000,216000,22,0
4944,1838,20251129,1837,2,41,0,BKG-002483,TICK-004944,ITI-002483,71000,0,8000,79000,8,20
4945,1838,20251129,1837,3,41,0,BKG-002483,TICK-004945,ITI-002483,104000,0,11000,115000,12,0
4946,1392,20250524,1425,25,48,2,BKG-002484,TICK-004946,ITI-002484,433000,43000,43000,433000,43,0
4947,1392,20250524,1425,26,48,2,BKG-002484,TICK-004947,ITI-002484,111000,11000,11000,111000,11,0
4948,1267,20250220,1431,19,37,2,BKG-002485,TICK-004948,ITI-002485,94000,9000,9000,94000,9,0
4949,1680,20250206,1249,15,39,0,BKG-002486,TICK-004949,ITI-002486,112000,0,12000,124000,12,0
4950,1680,20250206,1249,16,39,0,BKG-002486,TICK-004950,ITI-002486,173000,0,19000,192000,19,0
4951,1680,20250206,1249,17,39,0,BKG-002486,TICK-004951,ITI-002486,55000,0,6000,61000,6,0
4952,1144,20250825,1459,13,46,0,BKG-002487,TICK-004952,ITI-002487,227000,0,25000,252000,25,0
4953,1144,20250825,1459,14,46,0,BKG-002487,TICK-004953,ITI-002487,386000,0,42000,428000,43,0
4954,1144,20250825,1459,15,46,0,BKG-002487,TICK-004954,ITI-002487,140000,0,15000,155000,16,0
4955,4006,20250422,1830,14,36,0,BKG-002488,TICK-004955,ITI-002488,229000,0,25000,254000,25,0
4956,4006,20250422,1830,29,36,0,BKG-002488,TICK-004956,ITI-002488,376000,0,41000,417000,42,0
4957,4006,20250422,1830,30,36,0,BKG-002488,TICK-004957,ITI-002488,351000,0,39000,390000,39,0
4958,2149,20250926,1848,21,22,0,BKG-002489,TICK-004958,ITI-002489,195000,0,21000,216000,22,0
4959,2149,20250926,1848,22,22,0,BKG-002489,TICK-004959,ITI-002489,148000,0,16000,164000,16,0
4960,3656,20251106,1550,10,22,1,BKG-002490,TICK-004960,ITI-002490,185000,9000,19000,195000,20,0
4961,199,20250604,1653,19,38,1,BKG-002491,TICK-004961,ITI-002491,90000,4000,9000,95000,10,0
4962,199,20250604,1653,30,38,1,BKG-002491,TICK-004962,ITI-002491,422000,21000,44000,445000,44,0
4963,4332,20251126,843,8,45,0,BKG-002492,TICK-004963,ITI-002492,194000,0,21000,215000,22,10
4964,4332,20251126,843,9,45,0,BKG-002492,TICK-004964,ITI-002492,248000,0,27000,275000,28,0
4965,2818,20251208,1332,23,36,1,BKG-002493,TICK-004965,ITI-002493,223000,11000,23000,235000,24,0
4966,1828,20250702,1433,13,29,2,BKG-002494,TICK-004966,ITI-002494,162000,16000,16000,162000,16,0
4967,1828,20250702,1433,14,29,2,BKG-002494,TICK-004967,ITI-002494,275000,28000,27000,274000,27,0
4968,1841,20250717,1049,16,45,0,BKG-002495,TICK-004968,ITI-002495,292000,0,32000,324000,32,0
